smiling_row,food_grp,food_subgrp,brand_or_description,recipe,food_name_english,food_name_local,food_code,main_source_of_origin,edible,sum_of_proximates_g,water_g,enerc_kcal,enerct_kj,protcnt_g,fat_g,choavldf_g,fibtg_g,ash_g,ca_mg,fe_mg,zn_mg,retol_mcg,cartb_mcg,oth_car_mcg,va_rae_mcg_rae,thia_mg,ribf_mg,nia_mg,vit_b6_mg,folate_mg,vit_b12_mg,vit_c_mg,vit_d_mg
131,"Meat,fish & eggs",Seafood,,,clam,Kerang,IDG045,KZGPI- 1990,100.0,100.00000000000001,78.2,96.60000000000001,407.3,14.4,2.6,3.9,0.0,0.9,321.0,15.6,2.4,79.5,0.0,0.0,79.5,0.01,0.35,2.1,0.0,13.0,13.3,0.0,0.12
132,"Meat,fish & eggs",Seafood,,,seafoods,Udang segar,IDG096,DABM- 1964,68.0,100.0,75.0,86.2,366.09999999999997,21.0,0.2,0.1,0.0,3.7,136.0,8.0,1.3,18.0,4.0,0.0,18.333333333333332,0.01,0.39,3.6,0.1,3.0,1.19,0.0,3.0
133,"Meat,fish & eggs","Small,whole fish,with bones",,,anchovy,ikan teri,IDG090,KZGPI- 1990,100.0,100.0,80.0,70.2,296.6,10.3,1.4,4.1,0.0,4.2,972.0,3.9,1.72,13.0,0.0,28.0,14.166666666666666,0.24,0.07,1.8,0.143,0.0,0.62,0.0,12.0
134,"Meat,fish & eggs","Small,whole fish,with bones",,,anchovy flour,Tepung teri,IDG133,KZGPI- 1990,100.0,100.0,5.2,331.20000000000005,1399.6,48.8,6.4,19.6,0.0,20.0,4608.0,18.6,4.1,61.0,0.0,130.0,66.41666666666667,1.12,0.3,9.1,0.46,31.0,13.44,0.0,2.0
135,"Meat,fish & eggs","Small,whole fish,with bones",,,"anchovy, dried, salted",ikan teri asin,AAG1,ASEAN,100.0,100.0,24.9,241.6,1023.3,53.4,2.8,0.7,0.0,18.2,1241.0,4.7,1.72,13.0,0.0,0.0,13.0,0.08,0.09,3.7,0.143,0.0,0.62,0.0,12.0
136,"Meat,fish & eggs","Small,whole fish,with bones",,,"anchovy, fried",ikan teri goreng dpm,,Nutrisurvey,100.0,100.0,78.0,131.5,548.0,9.5,8.7,3.8,0.0,0.0,900.0,3.6,0.4,12.0,0.0,382.0,27.916666666666664,0.2,0.1,5.3,0.3,10.0,1.0,0.0,11.1
137,"Meat,fish & eggs","Small,whole fish,with bones",,,processed fish,ikan pindang,IDG128,DABM-60/64,100.0,100.0,47.1,331.4,1374.7,21.1,27.0,1.0,0.0,3.8,354.0,3.5,3.0,76.0,0.0,0.0,76.0,0.1,0.19,4.3,0.48,8.0,8.94,0.0,8.0
138,"Meat,fish & eggs","Small,whole fish,with bones","Botan*, ABC*",,"sardine, canned, in tomato sauce",Sardines dalam kaleng,IDG128,DABM-60/64,100.0,100.0,47.1,331.4,1374.7,21.1,27.0,1.0,0.0,3.8,354.0,3.5,3.0,76.0,0.0,28.0,77.16666666666667,0.1,0.19,4.3,0.48,8.0,8.94,0.0,8.0
139,Miscellaneous,"Condiments,herbs,spices",,,chilli sauce,Sambal,,Nutrisurvey,100.0,108.0,72.6,153.10000000000002,639.8000000000001,3.8,5.5,18.1,8.0,0.0,47.0,2.5,0.8,0.0,0.0,1332.0,55.5,0.1,0.3,2.8,0.6,28.0,0.0,24.0,
140,Miscellaneous,"Condiments,herbs,spices",,,"chilli, red",Cabai merah segar,IDN017,DABM-1964,,101.4,90.9,38.7,163.39999999999998,1.0,0.3,7.3,1.4,0.5,29.0,0.5,0.4,0.0,4205.0,470.0,370.0,0.05,0.09,3.0,0.36,21.0,0.0,18.0,
141,Miscellaneous,"Condiments,herbs,spices",,,shrimp paste,Petis udang kering,IDN031,KZGPI- 1990,100.0,99.89999999999999,8.3,345.0,1464.4999999999998,23.8,1.4,59.3,0.0,7.1,221.0,3.8,1.1,1.8,0.0,232.0,11.466666666666667,1.02,0.4,2.2,0.0,0.0,0.0,0.0,
142,Savory snacks,"Savory snacks, salted,spiced,fried",,,"chips, from cassava fluor",kerupuk aci,,Nutrisurvey,100.0,100.90000000000002,8.300000000000011,369.09999999999997,1568.1,0.3,0.1,91.3,0.9,0.0,2.0,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
143,Savory snacks,"Savory snacks, salted,spiced,fried",,,"snacks, chiki",Chiki,,Nutrisurvey,100.0,100.9,0.0,526.8,2207.2,8.3,25.0,66.7,0.9,0.0,8.0,0.5,0.8,0.0,0.0,,0.0,0.1,0.0,0.9,0.1,6.0,0.0,0.0,
144,Savory snacks,"Savory snacks, salted,spiced,fried",,1.0,"vegetable, fried with wheat fluor",Cireng/bakwan,IDA059,KZGPI- 1990,100.0,103.4,40.5,287.40000000000003,1207.0,8.2,10.2,39.0,3.4,2.1,204.0,7.0,0.4,0.0,0.0,0.0,0.0,0.08,0.02,0.6,0.03,11.0,0.0,0.0,
145,Starchy roots & other starchy plant foods,Other starchy plant foods,,,arrowroot flour,Tepung Arrowroot,IDB049,DABM- 1964,100.0,100.4,13.6,346.20000000000005,1470.9000000000003,0.7,0.2,85.2,0.4,0.3,8.0,1.5,0.1,0.0,20.0,3.0,1.6666666666666667,0.09,0.01,0.0,0.0,0.0,0.0,0.0,
146,Starchy roots & other starchy plant foods,Other starchy plant foods,,,cassava flour,Tepung singkong/ Tapioka,IDB051,DABM- 1964,100.0,101.9,9.1,365.5,1551.8000000000002,1.1,0.5,88.2,1.9,1.1,84.0,1.0,0.05,0.0,0.0,0.0,0.0,0.04,0.02,0.4,0.0,0.0,0.0,0.0,
147,Starchy roots & other starchy plant foods,Other starchy plant foods,,,"cassava, white",Ketela pohon/ singkong,IDB022,KZGPI- 1990,85.0,100.9,61.4,155.7,660.9,1.0,0.3,36.8,0.9,0.5,77.0,1.1,0.1,0.0,0.0,0.0,0.0,0.06,0.12,0.5,0.088,0.0,0.0,31.0,
148,Starchy roots & other starchy plant foods,Other starchy plant foods,,,gaplek (from cassava),tepung gaplek,,Nutrisurvey,,100.7,74.9,65.50000000000001,277.90000000000003,0.5,0.1,15.3,0.7,9.2,33.6,1.0,0.0,0.0,2.8,0.0,0.2333333333333333,0.0,0.3,14.4,7.2,0.0,0.0,0.1,
149,Starchy roots & other starchy plant foods,Other starchy plant foods,,,potato,Kentang,IDB019,KZGPI- 1990,84.0,100.5,83.4,65.2,276.59999999999997,2.1,0.2,13.5,0.5,0.8,63.0,0.7,0.4,0.0,0.0,0.0,0.0,0.09,0.07,1.3,0.203,0.0,0.0,21.0,
150,Starchy roots & other starchy plant foods,Other starchy plant foods,,,potato flour,Tepung kentang,IDB050,DABM- 1964,100.0,100.4,13.0,345.29999999999995,1467.1999999999998,0.3,0.1,85.6,0.4,1.0,20.0,0.5,0.1,0.0,0.0,0.0,0.0,0.04,0.0,0.4,0.769,0.0,0.0,0.0,
151,Starchy roots & other starchy plant foods,Other starchy plant foods,,,sago flour,Tepung sagu,,Nutrisurvey,100.0,100.0,7.4,369.09999999999997,1568.1,0.3,0.1,91.3,0.9,0.0,2.0,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
152,Sweetened snacks & desserts,"Other sweetened desserts (gelatin, non-dairy ice)",,1.0,agar-agar,agar agar 2 tanpa santan,,Nutrisurvey,100.0,101.6,77.30000000000001,124.00000000000001,518.7,0.6,6.0,16.1,1.6,0.0,3.0,0.4,0.2,0.0,0.0,,0.0,0.0,0.0,0.1,0.0,5.0,0.0,0.5,
153,Vegetables,Condiment vegetables,,,celery,Seledri,IDD158,DABM-1964,63.0,102.59999999999998,93.0,28.499999999999996,119.69999999999999,1.0,0.1,4.6,2.6,1.3,50.0,1.0,0.5,0.0,80.0,50.0,8.75,0.03,0.09,0.5,0.074,0.0,0.0,11.0,
154,Vegetables,Other vegetables,,,cabbage,Kool merah/putih mentah,IDD123,DABM-1964,75.0,102.10000000000002,92.4,32.4,136.5,1.4,0.2,5.3,1.9,0.9,46.0,0.5,0.3,0.0,47.0,33.0,5.291666666666666,0.06,0.07,0.3,0.11,20.0,0.0,50.0,
155,Vegetables,Other vegetables,,,"corn, fresh, yellow",Jagung kuning segar,,Nutrisurvey,,102.8,70.30000000000001,130.9,553.3000000000001,3.3,1.3,25.1,2.8,0.0,2.0,0.6,0.5,0.0,0.0,,0.0,0.2,0.1,1.6,0.1,46.0,0.0,6.0,
156,Vegetables,Other vegetables,,,cucumber,Ketimun mentah,IDD118,KZGPI-1990,55.0,100.30000000000001,97.9,8.799999999999999,36.99999999999999,0.2,0.2,1.4,0.3,0.3,29.0,0.8,0.2,0.0,52.0,262.0,15.25,0.01,0.05,0.3,0.04,0.0,0.0,0.7,
157,Vegetables,Other vegetables,,,french bean,Buncis mentah,IDD015,KZGPI-1990,90.0,101.9,89.6,44.9,189.49999999999997,2.4,0.3,7.2,1.9,0.5,101.0,0.7,0.4,0.0,698.0,550.0,81.0,0.05,0.4,2.8,0.06,33.0,0.0,11.0,
158,Vegetables,Other vegetables,,,leeks,Daun bawang  merah,IDD020,KZGMI-2001,,102.09999999999998,89.1,46.10000000000001,194.5,2.0,0.3,7.8,2.1,0.8,60.0,2.3,0.3,0.0,218.4,96.0,22.0,0.1,0.1,0.2,0.05,40.0,0.0,11.0,
159,Vegetables,Other vegetables,,,longbean,kacang panjang mentah,IDC040,DABM-1964,75.0,103.2,12.2,363.49999999999994,1541.3999999999996,17.3,1.5,68.6,3.2,0.4,163.0,6.9,0.4,0.0,140.0,0.0,11.666666666666666,0.57,0.21,8.4,0.06,33.0,0.0,2.0,
160,Vegetables,Other vegetables,,,mungbean sprout,Taoge,IDD159,KZGPI-1990,100.0,101.10000000000001,90.4,45.0,189.20000000000002,3.7,1.2,4.3,1.1,0.4,166.0,0.8,0.41,0.0,30.0,20.0,2.5,0.09,0.0,1.1,0.088,61.0,0.0,5.0,
161,Vegetables,Other vegetables,,,mushrooms,Jamur kuping segar,IDD095,DABM-1964,100.0,108.2,93.7,40.599999999999994,167.7,3.8,0.6,0.9,8.2,1.0,3.0,1.7,0.1,0.0,0.0,0.0,0.0,0.1,0.14,0.2,0.1,18.0,0.0,5.0,2.0
162,Vegetables,Other vegetables,,1.0,"papaya, raw, stir-fried",Tumis Buah Pepaya Muda,,Nutrisurvey,100.0,101.3,73.5,51.1,213.9,0.4,2.1,7.0,1.3,17.0,4.0,2.0,0.0,0.0,96.0,0.0,8.0,0.0,0.2,44.0,27.0,0.0,0.0,0.0,
163,Vegetables,Other vegetables,,,watercress,Selada air,IDD156,KZGPI-1990,70.0,100.7,93.3,24.400000000000002,103.10000000000001,3.1,0.2,2.2,0.7,1.2,95.0,2.4,0.11,0.0,1175.0,2552.0,204.25,0.09,0.13,0.7,0.129,0.0,0.0,56.0,
164,Vegetables,Vitamin A source dark green leafy vegetables,,,"cassava leaf, stir-fried",Daun singkong,IDD076,KZGPI-1990,67.0,102.4,84.4,67.9,286.0,6.2,1.1,7.1,2.4,1.2,166.0,1.3,2.6,0.0,3882.0,3170.0,455.58333333333337,0.04,0.1,1.8,0.34,12.0,0.0,103.0,
165,Vegetables,Vitamin A source dark green leafy vegetables,,1.0,"chinese cabbage, stir-fried",Tumis sawi,IDD151,DABM-1964,100.0,101.8,92.2,31.5,132.6,2.3,0.3,4.0,1.8,1.2,220.0,2.9,0.2,0.0,1492.0,4968.0,331.3333333333333,0.09,0.17,0.5,0.18,0.0,0.0,102.0,
166,Vegetables,Vitamin A source dark green leafy vegetables,,,pumpkin young leaf,Daun labu waluh,IDD051,DABM-1964,70.0,102.0,89.7,41.8,175.89999999999998,3.6,0.6,4.5,2.0,1.6,138.0,3.7,0.2,0.0,1050.0,1700.0,158.33333333333331,0.14,0.06,0.4,0.11,73.0,0.0,36.0,
167,Vegetables,Vitamin A source dark green leafy vegetables,,,spinach,Bayam segar,IDD008,KZGPI-1990,71.0,100.70000000000002,94.5,20.2,84.99999999999999,0.9,0.4,2.9,0.7,1.3,166.0,3.5,0.6,0.0,0.0,2293.0,95.54166666666667,0.04,0.1,1.0,0.54,104.0,0.0,41.0,
168,Vegetables,Vitamin A source dark green leafy vegetables,,,"spinach, cooked",Bayam rebus,IDD011,KZGPI-1990,100.0,101.1,93.5,27.2,114.30000000000001,1.2,0.6,3.7,1.1,1.0,150.0,0.5,0.3,0.0,0.0,2864.0,119.33333333333333,0.02,0.08,0.2,0.08,48.0,0.0,19.0,
169,Vegetables,Vitamin A source dark green leafy vegetables,,1.0,"spinach, in clear soup",Sayur bayam,,Nutrisurvey,100.0,101.2,96.39999999999999,17.8,74.8,1.5,0.2,1.9,1.2,0.0,68.0,1.8,0.4,0.0,0.0,410.0,17.083333333333332,0.1,0.1,0.3,0.1,73.0,0.0,5.0,
170,Vegetables,Vitamin A source dark green leafy vegetables,,,"spinach, red",Bayam merah,IDD010,KZGMI-2001,100.0,102.2,88.5,45.6,191.7,2.2,0.8,6.3,2.2,2.2,520.0,7.0,0.8,0.0,7325.0,519.0,632.0,0.2,0.1,0.1,0.54,104.0,0.0,62.0,
171,Vegetables,Vitamin A source dark green leafy vegetables,,1.0,"spinach, stir-fried",Tumis bayam,,Nutrisurvey,100.0,100.6,58.3,71.5,294.7,0.7,7.1,0.9,0.6,33.0,13.0,17.0,0.0,0.0,197.0,0.0,16.416666666666668,0.1,0.1,2.0,35.0,0.0,0.0,0.1,
172,Vegetables,Vitamin A source dark green leafy vegetables,,,"vegetable, leafy, in water",Sayur daun,,Nutrisurvey,100.0,100.3,89.3,68.89999999999999,286.29999999999995,1.9,5.1,3.7,0.3,0.0,106.0,1.6,0.2,0.0,0.0,,0.0,0.1,0.1,0.5,0.3,52.0,0.0,17.0,
173,Vegetables,Vitamin A source dark green leafy vegetables,,,water spinach,Kangkung,IDD107,KZGPI-1990,60.0,102.00000000000001,91.0,39.5,166.0,3.4,0.7,3.9,2.0,1.0,67.0,2.3,0.5,0.0,2741.0,2801.0,345.125,0.07,0.36,2.0,0.096,57.0,0.0,17.0,
174,Vegetables,Vitamin A source dark green leafy vegetables,,1.0,"water spinach, stir-fried",Tumis Kangkung,,Nutrisurvey,100.0,101.89999999999999,16.599999999999994,103.39999999999999,426.99999999999994,2.2,9.2,2.0,1.9,70.0,39.0,15.0,0.0,0.0,288.0,0.0,24.0,0.1,0.4,24.0,69.0,0.0,0.0,0.1,
175,Vegetables,Vitamin A source other vegetables,,,carrot,Wortel mentah,IDD180,KZGPI-1990,80.0,101.0,89.9,43.0,181.5,1.0,0.6,7.9,1.0,0.6,45.0,1.0,0.2,0.0,4346.0,2779.0,477.95833333333337,0.04,0.04,1.0,0.138,19.0,0.0,18.0,
176,Vegetables,Vitamin A source other vegetables,,,tomato,Tomat masak,IDD175,KZGPI-1990,100.0,101.5,92.9,31.5,132.5,1.3,0.5,4.7,1.5,0.6,8.0,0.6,0.2,0.0,526.0,1557.0,108.70833333333334,0.06,0.06,0.4,0.08,15.0,0.0,34.0,
