coicop_code,susenas_code,susenas_item,food_group,source,source_codes,energy,protein,fat,dha_epa,carbohydrate,fiber,ash,retinol,beta_carotene,thiamin,riboflavin,niacin,vitamin_c,calcium,copper,iron,phosphorus,potassium,sodium,zinc,bdd
01.1.6.8,101,Kacang lainnya,KACANG-KACANGAN,tkpi,CR001; CR002; CR003; CR004; CR005; CR006; CR007; CR008; CR009; CR010; CR011; CR012; CR013; CR014; CR015; CR016; CR019; CR020; CR022; CR023; CR024; CR025; CR026; CR027; CR028; CR029; CR030; CR032; CR033; CR034; CR035; CR036; CR037; CR038; CR039; CR040; CR041; CR042; CR043; CR044; CR045; CR046; CR047; CR048; CR049; CR050; CR051; CR052,321.91666666666663,17.6875,9.110416666666666,0,44.791666666666664,10.186046511627907,2.7729166666666667,0,117.83333333333334,0.3439583333333333,0.3158695652173913,2.473913043478261,8.833333333333334,189.02083333333337,0.9289130434782608,5.4787234042553195,281.5744680851064,686.7630434782609,24.52173913043478,3.953333333333333,93.3409090909091
01.1.9.4.011,102,Tahu,KACANG-KACANGAN,tkpi,CP037; CP061,230,29.9,9.25,0,12.05,0.05,2.3,0,59,0.07999999999999999,0.08,0.4,0.1,300.5,0.43500000000000005,2.75,482,252.95,28.5,2.5,100
01.1.9.4.013,103,Tempe,KACANG-KACANGAN,tkpi,CP070; CP071; CP072; CP073; CP074; CP075; CP076; CP077; CP078; CP079; CP080; CP081; CP082,152.15384615384616,13.415384615384616,5.407692307692308,0,13.861538461538462,3.5545454545454542,12.315384615384614,0,0,0.21846153846153848,0.27285714285714285,2.25,0.5,158.30769230769232,0.59,5,150.92307692307693,342.20000000000005,12.666666666666666,1.8,100
01.1.9.4.010,104,Oncom,KACANG-KACANGAN,tkpi,CP051; CP052; CP053; CP054,261.5,12.9,5.275,0,41.975,8.133333333333333,2.3,0,0,0.0525,0.1,1.15,0,148,0.57,20.025,173.25,234,9,1.7,100
01.1.9.4,105,Hasil lain dari kacang-kacangan,KACANG-KACANGAN,tkpi,CP001; CP002; CP003; CP004; CP006; CP007; CP008; CP009; CP010; CP011; CP012; CP013; CP014; CP015; CP016; CP017; CP018; CP019; CP020; CP021; CP022; CP024; CP025; CP026; CP027; CP028; CP029; CP030; CP031; CP032; CP033; CP034; CP035; CP036; CP038; CP039; CP040; CP041; CP042; CP043; CP044; CP045; CP046; CP047; CP048; CP049; CP050; CP055; CP056; CP057; CP058; CP059; CP060; CP062; CP063; CP064; CP065; CP066; CP067; CP068; CP069; CP083; CP084; CP085; CP086,354.5692307692308,15.256923076923076,19.07076923076923,0,33.97692307692308,3.1148148148148147,4.256923076923076,13.600000000000003,66.1875,0.2686885245901639,0.253448275862069,3.2366666666666664,0.6046511627906977,147.8,155.63392857142853,5.822950819672131,254.63492063492063,1064.5357142857144,342.4333333333333,4.7785714285714285,96.12307692307692
,106,BUAH-BUAHAN,BUAH-BUAHAN,food_category,,,,,,,,,,,,,,,,,,,,,,0
01.1.6.1.001-33,107,"Jeruk, jeruk bali",BUAH-BUAHAN,tkpi,ER035; ER036; ER037; ER038; ER039; ER040; ER041,47.142857142857146,0.6571428571428571,0.22857142857142856,0,11.228571428571428,1.7714285714285714,0.4714285714285714,0,9.428571428571429,0.05285714285714286,0.03571428571428571,0.2142857142857143,33.42857142857143,27.714285714285715,93.71571428571428,0.4142857142857143,37.142857142857146,297.64285714285717,6.142857142857143,0.14285714285714288,73.14285714285714
01.1.6.7.002-14,108,Mangga,BUAH-BUAHAN,tkpi,ER054; ER055; ER056; ER057; ER058; ER059; ER060; ER061; ER062; ER063,67.4,0.8099999999999999,0.24,0,16.48,3.9777777777777774,0.37,0,211.8,0.082,0.013,0.41,28,14.3,0.08100000000000002,0.75,12.3,102.91,9.1,0.08,65.8
01.1.6.3.001-9,109,Apel,BUAH-BUAHAN,tkpi,ER003; ER004,57.5,0.4,0.4,0,13.85,1.7000000000000002,0.3,0,28,0.045,0.03,0.1,5,7.5,117.18,0.45,14,152.7,3,0.15,88
01.1.6.7.040-49,110,Rambutan,BUAH-BUAHAN,tkpi,ER096; ER097,72.5,0.7,0.15000000000000002,0,18.05,2.3,0.35,0,0,0.095,0.04000000000000001,0.45,35.5,15.5,0.185,0.85,19,112.1,19,0.15000000000000002,40
01.1.6.7.050/098,111,"Duku, langsat",BUAH-BUAHAN,tkpi,ER022; ER049; ER051,68.33333333333333,1.1666666666666667,0.2,0,14.466666666666669,2.3666666666666667,0.4666666666666667,0,0,0.05333333333333334,0.06333333333333334,1.2666666666666666,7,19,0.08666666666666667,1.1,23.666666666666668,166.43333333333334,1.6666666666666667,0.2,64
01.1.6.7.059-85,112,Durian,BUAH-BUAHAN,tkpi,ER023,149,2.5,3,0,21.5,3.5,8,0,146,0.1,0.19,136.5,53,7,0.12,1.3,44,601,1,0.3,22
01.1.6.5.008-11,113,Salak,BUAH-BUAHAN,tkpi,ER098; ER099; ER100; ER101,69,0.525,0.23333333333333336,0,16.85,1.5,2.675,0,3.6666666666666665,0.02,0.075,0.1,17,41.5,0.11,2.675,30,113,39,0.225,84.5
01.1.6.2.001,114,Pisang ambon,BUAH-BUAHAN,tkpi,ER074,108,1,0.8,0,24.3,1.9,1,0,37,0.05,0.11,0.1,9,20,0.2,0.2,30,356.3,10,0.2,75
01.1.6.2.002-14,115,Pisang lainnya,BUAH-BUAHAN,tkpi,ER075; ER076; ER077; ER078; ER079; ER080; ER081; ER082; ER083; ER084; ER085; ER086; ER087; ER088; ER089; ER090; ER091; ER092; ER093; ER094,112.45,1.19,0.31,0,27.31,3.74,0.935,0,33.85,0.0955,0.056,1.07,12.75,20.4,9.9625,0.555,37.9,408.845,22.95,0.405,74.55
01.1.6.7.022-27,116,Pepaya,BUAH-BUAHAN,tkpi,ER020; ER073,35,1.2,0.15000000000000002,0,7.949999999999999,1.3,0.75,0,519,0.18,0.065,0.2,81.5,37,0.02,1.75,22.5,221,4,0.3,67.5
01.1.6.7.028-32,117,Semangka,BUAH-BUAHAN,tkpi,ER105,28,0.5,0.2,0,6.9,0.4,0.3,0,315,0.05,0.05,0.3,6,7,0.04,0.2,12,93.8,7,0.1,46
01.1.7.3.002,118,Tomat buah,BUAH-BUAHAN,tkpi,DR160; DR161; DR162,22.666666666666668,1.4333333333333331,0.4666666666666667,0,3.8333333333333335,1.2333333333333334,1.3,0,408.3333333333333,0.06,0.04666666666666667,0.6,24.666666666666668,6.666666666666667,0.09000000000000001,0.5,39.666666666666664,200.03333333333333,9.966666666666669,0.16666666666666669,98.33333333333331
,119,Buah-buahan lainnya,BUAH-BUAHAN,tkpi,ER001; ER002; ER005; ER006; ER007; ER008; ER009; ER010; ER011; ER012; ER013; ER014; ER015; ER016; ER017; ER018; ER019; ER021; ER024; ER025; ER026; ER027; ER028; ER029; ER030; ER031; ER032; ER033; ER034; ER042; ER043; ER044; ER045; ER046; ER047; ER048; ER050; ER052; ER053; ER064; ER065; ER066; ER067; ER068; ER069; ER070; ER071; ER072; ER095; ER102; ER103; ER104; ER106; ER107; ER108; ER109; ER110; ER111; ER112,88,1.3271186440677964,1.672881355932203,0,17.60677966101695,3.4450980392156865,1.0677966101694911,0,217,0.09789473684210528,0.0891304347826087,0.8930232558139535,31,43.3728813559322,27.17904761904762,1.152542372881356,52.72881355932204,207.89183673469387,13.142857142857146,0.7888888888888889,67.76296296296297
,120,MINYAK DAN KELAPA,MINYAK DAN KELAPA,food_category,,,,,,,,,,,,,,,,,,,,,,0
01.1.5.4.003,121,Minyak kelapa,MINYAK DAN KELAPA,tkpi,KR011,870,1,98,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100
01.1.5.4.001/4,122,"Minyak goreng (kelapa sawit, bunga matahari)",MINYAK DAN KELAPA,tkpi,KR012,884,0,100,0,0,0,0,0,18181,0,0,0,0,0,0,0,0,0,0,0,100
01.1.6.7.033,123,Kelapa (tidak termasuk santan instan),MINYAK DAN KELAPA,tkpi,KP003; KP004; KR001; KR002,246.25,3.4,23.5,0,9.3,2.125,0.85,0,0,0.0475,0.0025,0.27749999999999997,2.5,17,0.315,1.325,57,322.025,8.5,1.325,76.5
01.1.5.1/52/53/54,124,Minyak dan kelapa lainnya,MINYAK DAN KELAPA,tkpi,JR001; KP001; KP002; KR003; KR004; KR005; KR006; KR007; KR008; KR009; KR010; KR013; KR014,749.0769230769231,2.0384615384615383,82.04615384615384,0,1.6384615384615386,0,1.0692307692307692,4301.09090909091,105.16666666666669,0.07,0.03846153846153846,0.49166666666666664,0.10000000000000002,14.53846153846154,0.7833333333333334,2.769230769230769,34.76923076923077,18.9,125.91666666666669,0.20833333333333337,100
,125,BAHAN MINUMAN,BAHAN MINUMAN,food_category,,,,,,,,,,,,,,,,,,,,,,0
01.1.8.1.001,126,Gula pasir,BAHAN MINUMAN,tkpi,MP007,394,0,0,0,94,0,0.6,0,0,0,0,0,0,5,0,0.1,1,4.75,1,0,100
01.1.8.1.002,127,"Gula merah, gula air (pohom aren, kelapa, lontar)",BAHAN MINUMAN,tkpi,MP005; MP006,377,1.5,5,0,84,0,1,0,0,0,0.17500000000000002,0.5,0,75.5,0.02,2.8,36,195.2,8.5,13.2,100
01.2.1.2.001,128,Teh bubuk,BAHAN MINUMAN,tkpi,MP016; MP017; MP018,297.3333333333333,25.633333333333333,3.7,0,57.13333333333333,9.333333333333332,5.6,0,6500,0.17333333333333334,0.9433333333333334,6.5,108,297.3333333333333,0.3433333333333333,24.933333333333337,304.3333333333333,5859.033333333333,60,0,100
01.2.1.2.002,129,Teh celup (sachet),BAHAN MINUMAN,tkpi,MP016; MP017; MP018,297.3333333333333,25.633333333333333,3.7,0,57.13333333333333,9.333333333333332,5.6,0,6500,0.17333333333333334,0.9433333333333334,6.5,108,297.3333333333333,0.3433333333333333,24.933333333333337,304.3333333333333,5859.033333333333,60,0,100
01.2.1.1.001,130,"Kopi (bubuk, biji)",BAHAN MINUMAN,no_match,,419,14.7,11.9,0,65.8,51.2,4.7,0,0,0,0,11.89,0,107,1.3,8.1,169,1609,1,0.5,100
01.2.1.1.002,131,Kopi instan (sachet),BAHAN MINUMAN,tkpi,MP009,129,12.3,0.5,0,35,0,9.7,0,0,0,0.21,30.6,0,179,0.14,5.6,383,3256,72,0,100
01.2.2.2/3,132,Bahan minuman lainnya,BAHAN MINUMAN,tkpi,MP001; MP002; MP003; MP004; MP008; MP010; MP011; MP012; MP013; MP014; MP015; QR001,300.41666666666663,2.6636363636363636,12.041666666666668,0,49.71666666666667,5.45,3.441666666666667,0,8.599999999999998,0.05,0.07,0.2,3.9,84.08333333333334,0.26222222222222225,4.508333333333334,169.91666666666669,197.57,21.545454545454547,0.7111111111111111,100
,133,BUMBU-BUMBUAN,BUMBU-BUMBUAN,food_category,,,,,,,,,,,,,,,,,,,,,,0
01.1.9.2.001,134,Garam,BUMBU-BUMBUAN,no_match,,0,0,0,0,0,0,99,0,0,0,0,0,0,50,0,0,0,2,38700,0,100
01.1.9.2.005,135,Kemiri,BUMBU-BUMBUAN,tkpi,NR019,675,19,63,0,8,3,3,0,0,0.06,0.06,0.4,0,80,0.23,2,200,430.7,25,0.8,100
01.1.9.2.006,136,Ketumbar/jinten,BUMBU-BUMBUAN,tkpi,NR020,418,14.1,16.1,0,54.2,12.3,4.4,0,75,0.2,0.35,1.8,0,630,0.95,17.9,370,1787,91,4.6,100
01.1.9.2.007,137,Merica/lada,BUMBU-BUMBUAN,tkpi,NR023,365,11.5,6.8,0,64.4,1,4.4,0,0,0.2,0.1,2.5,0,460,0.89,16.4,200,99.7,4,1.1,100
01.1.7.3.024,138,Asam,BUMBU-BUMBUAN,tkpi,NR001; NR002; NR003; NR004; NR005; NR006,161.16666666666666,1,1.0666666666666669,0,37.53333333333333,3.9833333333333334,1.7,0,264.8,0.06166666666666667,0.128,0.5599999999999999,0.33333333333333337,89.5,0.19666666666666668,3.6833333333333336,226.83333333333337,167.425,23.833333333333332,0.15,74
01.1.9.4.003/4,139,Terasi/petis,BUMBU-BUMBUAN,tkpi,NP006; NP007; NP008; NP011; NP012; NP013,208.33333333333337,24.033333333333335,2.083333333333333,0,23.366666666666667,1.76,13.366666666666664,437,0,0.8366666666666667,0.17833333333333334,1.95,0,1076.1666666666667,1.126,18.983333333333334,412.5,630.98,6028.6,2.36,100
01.1.9.1.003,140,Kecap,BUMBU-BUMBUAN,tkpi,NP005,71,5.7,1.3,0,9,0,21,0,0,0,0.165,2.2,0,123,0.04,5.7,96,435,1114,0.87,100
01.1.9.4.008,141,Penyedap masakan/vetsin,BUMBU-BUMBUAN,no_match,,282,0,0,0,0,0,27.8,0,0,0,0,0,0,21.2,0,0.4,1.3,0.8,12300,0,100
01.1.9.1.005,142,Sambal jadi,BUMBU-BUMBUAN,smiling,(uncoded row 139),127.42,1.059,6.271,0,16.616,1.116,3.548999999999999,0,4169.309999999999,0.0491,0.0644,1.629,16.17,22.54,0.09450000000000001,0.472,35.31,213.1895,1177.324,0.17,91.15
01.1.9.1.006-7,143,Saus tomat,BUMBU-BUMBUAN,tkpi,NP009,110,2,0.4,0,24.5,0.9,3.6,0,357,0.09,0.06,1.7,11,12,0.18,0.8,18,129.6,890,0.3,100
01.1.9.4.007,144,"Bumbu masak jadi/kemasan, bumbu racikan",BUMBU-BUMBUAN,no_match,,209.2,3.943,14.499,0,16.308,2.734,1.343,0,2417.23,0.0811,0.0846,0.9480000000000001,11.71,65.34,0.1514,1.909,76.96,344.188,20.74,0.4470000000000001,91.08
01.1.9.2.003/4,145,"Bumbu dapur lainnya (pala, jahe, kunyit, dsb)",BUMBU-BUMBUAN,tkpi,NP001; NP002; NP003; NP004; NP010; NR009; NR010; NR011; NR013; NR016; NR017; NR018; NR021; NR022; NR024,168.46666666666664,6.546666666666667,6.740000000000001,0,21.246666666666663,5.292857142857143,4.586666666666667,17,1739.3846153846157,13.464666666666668,0.21571428571428572,1.45,20.1,178.33333333333331,0.4838461538461538,5.62,162.46666666666667,336.5785714285714,431.1428571428571,1.0923076923076922,90.33333333333331
,146,BAHAN MAKANAN LAINNYA,BAHAN MAKANAN LAINNYA,food_category,,,,,,,,,,,,,,,,,,,,,,0
01.1.1.5.012,147,Mie instan,BAHAN MAKANAN LAINNYA,tkpi,AP022,440,10.2,17.6,0,60.3,2.9,5.45,0,6,0.448,0.255,5.4,0.3,21,0.126,4.11,115,181,1860,0.6,100
01.1.1.5.018/19,148,Kerupuk,BAHAN MAKANAN LAINNYA,tkpi,BP040; BP041; BP042; BP043; BP044; BP045; FP007,452.8571428571428,11.785714285714285,18.1,0,60.68571428571428,3.3333333333333335,2.5857142857142854,569.4,0,0.34833333333333333,0.05,1.475,0,47.857142857142854,0.12,2.3857142857142857,157.85714285714286,143.8,858.25,0.28,100
01.1.1.5.013,149,Bubur bayi kemasan,BAHAN MAKANAN LAINNYA,smiling,(uncoded row 59),390,6.65,2.19,0,83.14,1.3,2.89,0,0,1.195,1.459,23.006,2.4,860,0.231,53.01,273,281,32,10.92,100
01.1.1.2/15/76/94,150,Lainnya,BAHAN MAKANAN LAINNYA,tkpi,AP004; AP006; AP007; AP008; AP011; AP013; AP019; AP020; AP021; AP023; AP106; BP064; BP065; BP067; BP068; BP069; BP070; BP071; BP072,325.89473684210526,4.147368421052631,1.331578947368421,0,74.75263157894737,4.4411764705882355,1.5210526315789474,16.666666666666664,1.25,0.12473684210526316,0.04352941176470588,0.9647058823529412,0.19411764705882356,46.8421052631579,0.24,3.8473684210526313,109.73684210526316,291.13529411764705,237.88888888888889,1.0647058823529412,100
,151,MAKANAN MINUMAN JADI,MAKANAN MINUMAN JADI,food_category,,,,,,,,,,,,,,,,,,,,,,0
01.1.1.2.005,152,Roti tawar,MAKANAN MINUMAN JADI,tkpi,AP024,248,8,1.2,0,50,9.1,0.8,0,0,0.1,0.29,2.4,0,10,0.15,1.5,95,91,530,0.9,100
01.1.1.2.003,153,"Roti manis, roti lainnya",MAKANAN MINUMAN JADI,tkpi,AP103; AP104,295,6.7,8.85,0,46.5,3.1,0.95,0,0,0.275,0.3,2.4,0,17.5,0.097,1.8,102.5,66,330.5,0.9,100
11.1.1.1.025/044,154,"Kue kering, biskuit, semprong",MAKANAN MINUMAN JADI,tkpi,AP029; AP030; AP033; AP039; AP047; AP068; AP070; AP093; AP112; BP013; BP014; BP015; BP016; BP017; BP018; BP046; BP058,406.88235294117646,4.182352941176471,10.194117647058825,0,73.7764705882353,0.73,1.111764705882353,3.090909090909091,154.25,0.19066666666666668,0.1409090909090909,0.8363636363636363,0.01428571428571428,132.9333333333333,0.1875,2.36,82.6,23.25,98.5,0.6,100
11.1.1.1.024/103/123,155,"Kue basah (kue lapis, bika ambon, lemper, dsb)",MAKANAN MINUMAN JADI,tkpi,AP026; AP027; AP028; AP032; AP035; AP036; AP037; AP038; AP041; AP042; AP043; AP044; AP045; AP046; AP048; AP054; AP055; AP056; AP057; AP058; AP059; AP064; AP065; AP066; AP069; AP071; AP072; AP073; AP074; AP075; AP076; AP077; AP078; AP079; AP080; AP083; AP094; AP095; AP097; AP099; AP100; AP101; AP105; AP107; AP108; AP110; AP113; AP114; BP025; BP026; BP028; BP029; BP030; BP047; BP048; BP052; HP005; HP006,274.17241379310343,3.2706896551724136,7.812068965517241,0,47.560344827586206,1.7148148148148148,0.9603448275862068,37.53571428571428,131.57142857142858,0.148125,0.08666666666666667,1.1708333333333334,0.20799999999999996,102.82352941176472,0.38181818181818183,2.78,78.05714285714286,113.92857142857142,53.57142857142857,1.0909090909090908,100
11.1.1.1.133/83-89,156,Makanan gorengan,MAKANAN MINUMAN JADI,tkpi,AP031; AP049; AP050; AP053; AP096; AP102; DP017; DP038,389.125,5.0875,20.3625,0,46.4125,1.8142857142857145,1.9125,0.25,0,0.19375,0.0225,2.5,0,204.125,0.475,3.6125,66.75,33.5,63,0.9,100
11.1.1.1.011,157,Bubur kacang hijau,MAKANAN MINUMAN JADI,smiling,(uncoded row 79),133.83,4.766999999999999,4.409999999999999,0,19.965,1.47,0.8,0,28.08,0.085,0.0525,0.388,2.04,47.8184,0.3838,1.742,64.94,203.023,11.76,0.619,99.97
11.1.1.1.015,158,"Gado-gado, ketoprak, pecel",MAKANAN MINUMAN JADI,tkpi,AP060; DP031,144.81,7.992,5.99,0,16.184,1.12,1.923,4.27,973.6999999999999,0.152,0.2018,2.650999999999999,6.66,94.10000000000001,0.3287,2.009,127.73,148.631,414.777,0.7680000000000001,90.64999999999999
11.1.1.3.170,159,Nasi campur/rames,MAKANAN MINUMAN JADI,tkpi,AP089; AP090; AP091; AP092; AP098,169.6,4.84,5.92,0,24.34,0.65,1.14,24,0,0.2575,0.06,2.2333333333333334,0,63.6,0.15000000000000002,1.32,79.6,115.75,212.8,1.2,100
11.1.1.3.169,160,Nasi goreng,MAKANAN MINUMAN JADI,smiling,(uncoded row 67),196.39,3.549,7.469999999999999,0,27.984,0.482,1.437,6.100000000000001,1785.35,0.0732,0.1186,1.817,2.76,34.61,0.1376,0.8450000000000002,53.66,76.553,406.614,0.544,96.46000000000001
11.1.1.1.030,161,Nasi putih,MAKANAN MINUMAN JADI,tkpi,AP001,180,3,0.3,0,39.8,0.2,0.2,0,0,0.05,0.1,2.6,0,25,0.1,0.4,27,38,1,0.6,100
11.1.1.1.023,162,Lontong/ketupat sayur,MAKANAN MINUMAN JADI,no_match,,143.22,3.243,6.296,0,18.17400000000001,1.044,1.383,6.100000000000001,433.51,0.06979999999999999,0.08760000000000003,1.222,3.98,27.90366,0.1048,0.7560000000000002,50.38,114.518,406.098,0.519,95.9
11.1.2.0.006/017/035/041/148,163,"Soto, gule, sop, rawon, cincang",MAKANAN MINUMAN JADI,tkpi,FP047; FP061; FP068; FP069; FP070; FP071; FP072; FP073; FP074; FP075; FP076; FP077; FP078; FP079; FP080; FP081; FP082; FP083; FP084; GP063; GP064; GP065; GP066; GP067,85.625,6.191666666666666,4.875,0,4.241666666666666,0.26666666666666666,1.4583333333333337,62.315789473684205,20,0.2034782608695652,0.09571428571428572,1.218181818181818,0,177.83333333333331,0.2625,2.5041666666666664,86.41666666666666,108.75,360.2142857142857,0.9,100
11.1.1.1.178-180,164,"Sayur matang (ditumis, disantan, dsb)",MAKANAN MINUMAN JADI,tkpi,DP001; DP002; DP003; DP004; DP005; DP006; DP007; DP008; DP009; DP010; DP011; DP012; DP013; DP014; DP015; DP016; DP019; DP020; DP021; DP027; DP028; DP029; DP030; DP032; DP033; DP034; DP041; DP048; DP051; DP054; DP055; DP058; DP059; DP060; DP061,63.42857142857142,3.2342857142857144,2.962857142857142,0,6.934285714285714,1.9323529411764704,1.32,4.833333333333333,2209.5769230769233,0.11393939393939392,0.1572,1.2916666666666667,14.205882352941178,146.77142857142857,2.6470370370370366,3.2257142857142855,73.6,210.44285714285715,101.27586206896548,0.5785714285714285,100
11.1.1.1.040,165,"Sate, tongseng",MAKANAN MINUMAN JADI,tkpi_partial,FP064; FP065; GP090,201.42,12.059,14.575,0,6.78,0.8490000000000001,5.572999999999999,35.02,1177.79,0.1043,0.1785,4.162000000000001,4.4,37.57,0.684,2.008,125.09,275.978,924.782,2.234,91.19999999999999
11.1.1.1.047,166,"Mie bakso, mie rebus, mie goreng",MAKANAN MINUMAN JADI,smiling,IDA107; IDA108,151.76,5.343999999999999,6.154999999999999,0,4.669,0.3500000000000001,2.297,17.07,689.5099999999999,0.0267,0.09230000000000003,1.318,6.77,36.8356,0.3691,1.639,73.78,110.543,626.9960000000001,0.8380000000000001,95.78
11.1.1.1.029,167,Mie instan (jadi),MAKANAN MINUMAN JADI,smiling,(uncoded row 58),66,1.53,2.64,0,9.045,0.435,0.8175,0,0.8999999999999999,0.0672,0.03825,0.81,0.045,3.9269,0.0189,0.6165,17.25,27.405,281.975,0.09,100
11.1.1.1.027,168,"Makanan ringan anak-anak, krupuk/kripik",MAKANAN MINUMAN JADI,tkpi,BP034; BP035; BP036; BP037; BP038; BP039; EP004,471.2857142857143,1.7285714285714286,20.714285714285715,0,70.05714285714285,3.7285714285714286,2.4,0,233.75,0.2914285714285714,0.07500000000000001,1.65,0,111.57142857142856,0.9,1.3285714285714283,90.14285714285714,204,382,2.3,100
11.1.1.1.019,169,Ikan matang,MAKANAN MINUMAN JADI,tkpi,GP002; GP003; GP006; GP007; GP013; GP017; GP019; GP020; GP021; GP023; GP024; GP034; GP053; GP054; GP055; GP056; GP057; GP058; GP059; GP060; GP061; GP062; GP068; GP069; GP070; GP071; GP072; GP073; GP074; GP075; GP076; GP078; GP080; GP081; GP082; GP083; GP084; GP085; GP086; GP087; GP088; GP089; GP091; GP092; GP093; GP094; GP095,212.72340425531917,18.67872340425532,10.257446808510638,0,11.540425531914892,0.3944444444444444,4.953191489361702,278.41379310344826,60.75,0.32242424242424245,0.11521739130434784,3.1956521739130435,1.1666666666666667,385.13953488372096,0.29,2.7953488372093025,351.7906976744186,234.4969696969697,315.45714285714286,1.359375,100
11.1.1.1.007/8/11113034,170,"Ayam/daging matang (ayam goreng, rendang, dsb)",MAKANAN MINUMAN JADI,tkpi,FP001; FP002; FP021; FP022; FP023; FP024; FP025; FP026; FP027; FP028; FP029; FP030; FP031; FP032; FP033; FP049; FP062,283.70588235294116,33.87647058823529,14.33529411764706,0,2.811764705882353,0,2.8529411764705883,23.941176470588236,0,0.3664705882352941,0.14,2.878571428571429,0,205.64705882352945,0.12375,6.247058823529412,238.1764705882353,291.6,697.5555555555555,1.6625,100
11.1.1.1.004/11111208,171,"Daging olahan (sosis, nugget, daging asap, dsb) matang",MAKANAN MINUMAN JADI,tkpi_partial,FP013; FP015; FP016; FP017,290.8,18.572,22.144,0,4.308,0.6,3.158,244.6,10.4,0.1072,0.3170000000000001,4.8472,0,22.2,0.1038,3.106,178.8,260.82,874.1999999999999,2.75,100
11.1.1.3.008,172,Bubur ayam,MAKANAN MINUMAN JADI,no_match,,103.08,2.71,4.439000000000001,0,13.172,0.27,1.446,17.15,364.25,0.0401,0.0242,1.173,0.15,26.5898,0.0307,0.476,31.66,47.07800000000001,422.015,0.132,96.66
11.1.1.3.003,173,"Siomay, batagor",MAKANAN MINUMAN JADI,no_match,,201.68,8.636000000000001,9.682,0.1966173,21.114,0.602,2.143,5.08,1585.9,0.0845,19.8673,3.668,3.54,76.92926,0.223286,1.509,141.982,182.953,411.417,0.5306000000000001,85.5454798206278
,174,Makanan jadi lainnya,MAKANAN MINUMAN JADI,tkpi,AP002; AP003; AP005; AP009; AP010; AP012; AP014; AP015; AP016; AP017; AP018; AP034; AP040; AP051; AP061; AP062; AP063; AP067; AP081; AP082; AP109; AP111; BP001; BP002; BP003; BP004; BP005; BP006; BP007; BP008; BP009; BP010; BP011; BP012; BP019; BP020; BP021; BP022; BP023; BP024; BP027; BP031; BP032; BP033; BP049; BP053; BP054; BP055; BP056; BP057; BP059; BP060; BP061; BP062; BP063; BP073; BP074; BP075; BP076; CP023; DP018; DP022; DP023; DP024; DP025; DP026; DP035; DP036; DP037; DP039; DP040; DP042; DP043; DP044; DP045; DP046; DP049; DP050; DP052; DP056; DP057; EP001; EP002; EP003; EP005; EP006; EP007; EP008; EP009; EP010; EP011; EP012; EP013; EP014; EP015; FP003; FP009; FP019; FP020; FP034; FP035; FP036; FP037; FP038; FP039; FP040; FP041; FP042; FP043; FP044; FP045; FP046; FP048; FP050; FP051; FP052; FP053; FP054; FP055; FP056; FP057; FP058; FP059; FP060; FP063; FP066; FP067; FP085; FP086; FP087; FP088; FR015; GP077; GP079; HP001; HP003; HP007,207.2700729927007,6.642335766423359,6.257664233576643,0,30.091240875912412,2.4097826086956524,1.4364963503649637,197.18571428571428,179.89705882352942,0.313781512605042,0.15716216216216217,1.5681159420289856,3.3000000000000007,95.015503875969,0.3225,2.503076923076923,113.823076923077,259.75,308.6138613861387,1.205813953488372,99.71555555555555
11.1.1.1.058,175,Air kemasan,MAKANAN MINUMAN JADI,no_match,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.914,0,0,0,0.3,3.5,0,100
01.2.2.1.000,176,Air kemasan galon,MAKANAN MINUMAN JADI,no_match,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.914,0,0,0,0.3,3.5,0,100
11.1.1.1.055/059,177,"Air teh kemasan, minuman bersoda/mengandung CO2",MAKANAN MINUMAN JADI,smiling,(uncoded row 22),42.66666666666666,0.03,0.1566666666666666,0,10.52666666666667,0,0.02333333333333333,0,0,0,0,0.005,0,2.333333333333333,0.004333333333333334,0.01333333333333333,3.333333333333333,6.666666666666667,5.333333333333333,0.03666666666666666,100
01.2.2.3-01225,178,"Sari buah kemasan, minuman kesehatan, minuman berenergi",MAKANAN MINUMAN JADI,asean_fcd,AAQ15; AAQ16; AAQ33; AAQ43; AAQ47,57.18583990895566,0.170692220755344,0.17369668246445497,0,13.7210232166563,0.09665766221361352,0.21056726649752783,0,0,0.014218009478673,0.2398890902942415,1.842718290625755,5.087393541076395,10.927468992902105,0.0065,0.260452556956249,3,61.4502369668245,15.593096326417363,0.1,100
11.1.1.1.052-57,179,"Minuman jadi (kopi, kopi susu, teh, susu coklat, dsb)",MAKANAN MINUMAN JADI,asean_fcd,AAJ18; AAJ19; AAJ33; AAJ46; AAQ55; AAQ9,70.04871232459767,2.253643005867108,1.9455400223056216,0,10.869895314063903,0,0.6578996639481003,24.58477724832965,5,0.02666504677686575,0.21696198327891725,0.14748338081671417,0.5,78.92003402610788,0.0335,0.1455630620152524,85.5083978009798,136.12440645774,45.44405469401914,0.335,100
11.1.1.1.049,180,Es krim,MAKANAN MINUMAN JADI,tkpi,JP001,210,4,12.5,0,20.6,0,0.8,158,0,0.04,0.23,0.1,1,123,0,0.1,99,193.4,78,0.7,100
