coicop_code,susenas_code,susenas_item,food_group,source,source_codes,energy,protein,fat,carbohydrate,fiber,ash,retinol,beta_carotene,thiamin,riboflavin,niacin,vitamin_c,calcium,copper,iron,phosphorus,potassium,sodium,zinc,bdd,water,total_carotene,enerct_kj,sum_of_proximates_g,oth_car_mcg,va_rae_mcg,vit_b6_mg,folate_mg,vit_b12_mg,vit_d_mg
01.1.7.3.012,94,Cabe merah,SAYUR-SAYURAN,tkpi,NR014,36,1,0.3,7.3,1.4,0.5,,5833,0.05,0.09,3,18,29,0.12,0.5,24,272.4,23,0.2,85,90.9,470,,,,,,,,
01.1.7.3.016,95,Cabe hijau,SAYUR-SAYURAN,tkpi,NR012,26,0.7,0.3,5.2,2.6,0.4,,44,0.05,0.06,0.4,84,14,0.08,0.4,23,151,7,0.2,82,93.4,260,,,,,,,,
01.1.7.3.013,96,Cabe rawit,SAYUR-SAYURAN,tkpi,NR015,120,4.7,2.4,19.9,15.2,1.8,,1694,0.24,0.09,1.7,70,45,0.29,2.5,85,706.2,34,0.6,85,71.2,11050,,,,,,,,
01.1.7.1/72/73/74/76,97,Sayur-sayuran lainnya,SAYUR-SAYURAN,tkpi,DR001; DR003; DR004; DR005; DR006; DR007; DR010; DR011; DR012; DR014; DR015; DR016; DR017; DR018; DR019; DR020; DR021; DR022; DR023; DR024; DR025; DR026; DR027; DR028; DR029; DR030; DR031; DR032; DR033; DR034; DR035; DR036; DR037; DR038; DR039; DR040; DR041; DR043; DR045; DR046; DR047; DR048; DR049; DR050; DR051; DR052; DR053; DR054; DR055; DR056; DR057; DR058; DR059; DR060; DR061; DR062; DR063; DR064; DR065; DR066; DR067; DR068; DR069; DR070; DR075; DR076; DR077; DR078; DR079; DR080; DR081; DR082; DR083; DR084; DR085; DR086; DR087; DR088; DR089; DR090; DR091; DR092; DR094; DR095; DR096; DR098; DR099; DR102; DR103; DR104; DR105; DR106; DR107; DR108; DR112; DR113; DR115; DR116; DR117; DR118; DR119; DR120; DR125; DR126; DR127; DR128; DR131; DR132; DR134; DR135; DR136; DR137; DR138; DR139; DR140; DR145; DR146; DR147; DR151; DR152; DR153; DR163; DR164; DR165,57.37903225806452,3.193548387096774,0.6508064516129033,10.40967741935484,3.9217391304347826,1.395967741935484,0,1877.6930693069314,0.19580645161290325,0.1906862745098039,1.3443298969072164,26.89256198347108,137.10483870967738,11.089583333333326,3.0447154471544717,83.49193548387096,335.30792079207924,36.44807692307693,0.7221052631578947,75.23418803418804,84.39032258064516,3085.619047619048,,,,,,,,
,98,KACANG-KACANGAN,KACANG-KACANGAN,food_category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01.1.6.8.010,99,Kacang tanah tanpa kulit,KACANG-KACANGAN,tkpi,CR031,559,26.9,44.2,23.6,2.6,2.7,0,0,0.3,29.47,8,0,74,520.4,1.9,393,202.3,33,1.7,100,2.6,,,,,,,,,
01.1.6.8.004,100,Kacang kedele,KACANG-KACANGAN,tkpi,CR017; CR018; CR021,340.6666666666667,29.2,11.6,40.333333333333336,7.066666666666667,4.133333333333333,,147.5,0.64,0.15333333333333332,1.6333333333333333,,186,1.1733333333333333,7.566666666666666,469.3333333333333,528.1,79.66666666666666,3.566666666666667,100,14.799999999999999,63,,,,,,,,
01.1.6.8,101,Kacang lainnya,KACANG-KACANGAN,tkpi,CR001; CR002; CR003; CR004; CR005; CR006; CR007; CR008; CR009; CR010; CR011; CR012; CR013; CR014; CR015; CR016; CR019; CR020; CR022; CR023; CR024; CR025; CR026; CR027; CR028; CR029; CR030; CR032; CR033; CR034; CR035; CR036; CR037; CR038; CR039; CR040; CR041; CR042; CR043; CR044; CR045; CR046; CR047; CR048; CR049; CR050; CR051; CR052,321.91666666666663,17.6875,9.110416666666666,44.791666666666664,10.186046511627907,2.7729166666666667,0,117.83333333333334,0.3439583333333333,0.3158695652173913,2.473913043478261,8.833333333333334,189.02083333333334,0.9289130434782609,5.4787234042553195,281.5744680851064,686.7630434782609,24.52173913043478,3.953333333333333,93.3409090909091,25.64375,1232.277777777778,,,,,,,,
01.1.9.4.011,102,Tahu,KACANG-KACANGAN,tkpi,CP037; CP061,230,29.9,9.25,12.05,0.05,2.3,,59,0.07999999999999999,0.08,0.4,,300.5,0.43500000000000005,2.75,482,252.95,28.5,2.5,100,46.5,,,,,,,,,
01.1.9.4.013,103,Tempe,KACANG-KACANGAN,tkpi,CP070; CP071; CP072; CP073; CP074; CP075; CP076; CP077; CP078; CP079; CP080; CP081; CP082,152.15384615384616,13.415384615384616,5.407692307692308,13.861538461538462,3.5545454545454542,12.315384615384614,0,0,0.21846153846153846,0.27285714285714285,2.25,0.5,158.30769230769232,0.59,5,150.92307692307693,342.20000000000005,12.666666666666666,1.8,100,65.29230769230769,1261.5714285714287,,,,,,,,
01.1.9.4.010,104,Oncom,KACANG-KACANGAN,tkpi,CP051; CP052; CP053; CP054,261.5,12.9,5.275,41.975,8.133333333333333,2.3,0,,0.0525,0.1,1.15,0,148,,20.025,173.25,,,,100,37.975,10,,,,,,,,
01.1.9.4,105,Hasil lain dari kacang-kacangan,KACANG-KACANGAN,tkpi,CP001; CP002; CP003; CP004; CP006; CP007; CP008; CP009; CP010; CP011; CP012; CP013; CP014; CP015; CP016; CP017; CP018; CP019; CP020; CP021; CP022; CP024; CP025; CP026; CP027; CP028; CP029; CP030; CP031; CP032; CP033; CP034; CP035; CP036; CP038; CP039; CP040; CP041; CP042; CP043; CP044; CP045; CP046; CP047; CP048; CP049; CP050; CP055; CP056; CP057; CP058; CP059; CP060; CP062; CP063; CP064; CP065; CP066; CP067; CP068; CP069; CP083; CP084; CP085; CP086,354.5692307692308,15.256923076923076,19.07076923076923,33.97692307692308,3.1148148148148147,4.256923076923076,13.600000000000003,66.1875,0.2686885245901639,0.253448275862069,3.2366666666666664,0.6046511627906977,147.8,155.63392857142853,5.822950819672131,254.63492063492066,1064.5357142857144,342.4333333333333,4.7785714285714285,96.12307692307692,28.33076923076923,484.44736842105266,,,,,,,,
,106,BUAH-BUAHAN,BUAH-BUAHAN,food_category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01.1.6.1.001-33,107,"Jeruk, jeruk bali",BUAH-BUAHAN,tkpi,ER035; ER036; ER037; ER038; ER039; ER040; ER041,47.142857142857146,0.6571428571428571,0.22857142857142856,11.228571428571428,1.7714285714285714,0.4714285714285714,,9.428571428571429,0.05285714285714286,0.03571428571428571,0.2142857142857143,33.42857142857143,27.714285714285715,93.71571428571428,0.4142857142857143,37.142857142857146,297.64285714285717,6.142857142857143,0.14285714285714288,73.14285714285714,87.42857142857143,117,,,,,,,,
01.1.6.7.002-14,108,Mangga,BUAH-BUAHAN,tkpi,ER054; ER055; ER056; ER057; ER058; ER059; ER060; ER061; ER062; ER063,67.4,0.8099999999999999,0.24000000000000002,16.48,3.9777777777777774,0.37,0,211.8,0.082,0.013000000000000001,0.41000000000000003,28,14.3,0.08100000000000002,0.75,12.3,102.91,9.1,0.08,65.8,82.2,5136.666666666666,,,,,,,,
01.1.6.3.001-9,109,Apel,BUAH-BUAHAN,tkpi,ER003; ER004,57.5,0.4,0.4,13.850000000000001,1.7000000000000002,0.3,,28,0.045,0.03,0.1,5,7.5,117.18,0.44999999999999996,14,152.7,3,0.15,88,85,1165,,,,,,,,
01.1.6.7.040-49,110,Rambutan,BUAH-BUAHAN,tkpi,ER096; ER097,72.5,0.7,0.15000000000000002,18.05,2.3,0.35,,0,0.095,0.04000000000000001,0.45,35.5,15.5,0.185,0.85,19,112.1,19,0.15000000000000002,40,81,0,,,,,,,,
01.1.6.7.050/098,111,"Duku, langsat",BUAH-BUAHAN,tkpi,ER022; ER049; ER051,68.33333333333333,1.1666666666666667,0.2,14.466666666666667,2.3666666666666667,0.4666666666666667,,0,0.05333333333333334,0.06333333333333334,1.2666666666666666,7,19,0.08666666666666667,1.1,23.666666666666668,166.43333333333334,1.6666666666666667,0.2,64,83.66666666666667,6.666666666666666,,,,,,,,
01.1.6.7.059-85,112,Durian,BUAH-BUAHAN,tkpi,ER023,149,2.5,3,21.5,3.5,8,,146,0.1,0.19,136.5,53,7,0.12,1.3,44,601,1,0.3,22,65,175,,,,,,,,
01.1.6.5.008-11,113,Salak,BUAH-BUAHAN,tkpi,ER098; ER099; ER100; ER101,69,0.525,0.23333333333333334,16.85,1.5,2.675,0,3.6666666666666665,0.02,0.075,0.1,17,41.5,0.11,2.675,30,113,39,0.225,84.5,79.75,25.666666666666668,,,,,,,,
01.1.6.2.001,114,Pisang ambon,BUAH-BUAHAN,tkpi,ER074,108,1,0.8,24.3,1.9,1,,37,0.05,0.11,0.1,9,20,0.2,0.2,30,356.3,10,0.2,75,73,,,,,,,,,
01.1.6.2.002-14,115,Pisang lainnya,BUAH-BUAHAN,tkpi,ER075; ER076; ER077; ER078; ER079; ER080; ER081; ER082; ER083; ER084; ER085; ER086; ER087; ER088; ER089; ER090; ER091; ER092; ER093; ER094,112.45,1.19,0.31,27.31,3.7399999999999998,0.935,0,33.85,0.0955,0.056,1.07,12.75,20.4,9.9625,0.555,37.9,408.845,22.95,0.405,74.55,70.2,452.3333333333333,,,,,,,,
01.1.6.7.022-27,116,Pepaya,BUAH-BUAHAN,tkpi,ER020; ER073,35,1.2,0.15000000000000002,7.949999999999999,1.3,0.75,0,519,0.18,0.065,0.2,81.5,37,0.02,1.75,22.5,221,4,0.3,67.5,90,682.5,,,,,,,,
01.1.6.7.028-32,117,Semangka,BUAH-BUAHAN,tkpi,ER105,28,0.5,0.2,6.9,0.4,0.3,,315,0.05,0.05,0.3,6,7,0.04,0.2,12,93.8,7,0.1,46,92,590,,,,,,,,
01.1.7.3.002,118,Tomat buah,BUAH-BUAHAN,tkpi,DR160; DR161; DR162,22.666666666666668,1.4333333333333333,0.4666666666666667,3.8333333333333335,1.2333333333333334,1.3,,408.3333333333333,0.060000000000000005,0.04666666666666667,0.6,24.666666666666668,6.666666666666667,0.09000000000000001,0.5,39.666666666666664,200.03333333333333,9.966666666666667,0.16666666666666669,98.33333333333333,93.3,1001,,,,,,,,
,119,Buah-buahan lainnya,BUAH-BUAHAN,tkpi,ER001; ER002; ER005; ER006; ER007; ER008; ER009; ER010; ER011; ER012; ER013; ER014; ER015; ER016; ER017; ER018; ER019; ER021; ER024; ER025; ER026; ER027; ER028; ER029; ER030; ER031; ER032; ER033; ER034; ER042; ER043; ER044; ER045; ER046; ER047; ER048; ER050; ER052; ER053; ER064; ER065; ER066; ER067; ER068; ER069; ER070; ER071; ER072; ER095; ER102; ER103; ER104; ER106; ER107; ER108; ER109; ER110; ER111; ER112,88,1.3271186440677964,1.6728813559322033,17.60677966101695,3.4450980392156865,1.0677966101694913,0,217,0.09789473684210527,0.0891304347826087,0.8930232558139535,31,43.3728813559322,27.17904761904762,1.152542372881356,52.72881355932204,207.89183673469387,13.142857142857146,0.7888888888888889,67.76296296296297,78.54237288135593,768.8947368421053,,,,,,,,
,120,MINYAK DAN KELAPA,MINYAK DAN KELAPA,food_category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01.1.5.4.003,121,Minyak kelapa,MINYAK DAN KELAPA,tkpi,KR011,870,1,98,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,,,,,,,,,
01.1.5.4.001/4,122,"Minyak goreng (kelapa sawit, bunga matahari)",MINYAK DAN KELAPA,tkpi,KR012,884,0,100,0,0,0,,18181,0,0,0,0,0,0,0,0,0,0,0,100,0,,,,,,,,,
01.1.6.7.033,123,Kelapa (tidak termasuk santan instan),MINYAK DAN KELAPA,tkpi,KP003; KP004; KR001; KR002,246.25,3.4,23.5,9.3,2.125,0.85,0,0,0.0475,0.0025,0.27749999999999997,2.5,17,0.315,1.325,57,322.025,8.5,1.325,76.5,62.95,10,,,,,,,,
01.1.5.1/52/53/54,124,Minyak dan kelapa lainnya,MINYAK DAN KELAPA,tkpi,JR001; KP001; KP002; KR003; KR004; KR005; KR006; KR007; KR008; KR009; KR010; KR013; KR014,749.0769230769231,2.0384615384615383,82.04615384615384,1.6384615384615386,0,1.0692307692307692,4301.09090909091,105.16666666666669,0.07,0.038461538461538464,0.49166666666666664,0.10000000000000002,14.53846153846154,0.7833333333333334,2.769230769230769,34.76923076923077,18.9,125.91666666666669,0.20833333333333337,100,13.269230769230766,,,,,,,,,
,125,BAHAN MINUMAN,BAHAN MINUMAN,food_category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01.1.8.1.001,126,Gula pasir,BAHAN MINUMAN,tkpi,MP007,394,0,0,94,0,0.6,0,0,0,0,0,0,5,0,0.1,1,4.75,1,0,100,5.4,,,,,,,,,
01.1.8.1.002,127,"Gula merah, gula air (pohom aren, kelapa, lontar)",BAHAN MINUMAN,tkpi,MP005; MP006,377,1.5,5,84,0,1,0,0,0,0.17500000000000002,0.5,0,75.5,0.02,2.8,36,195.2,8.5,13.2,100,8.5,,,,,,,,,
01.2.1.2.001,128,Teh bubuk,BAHAN MINUMAN,tkpi,MP016; MP017; MP018,297.3333333333333,25.633333333333333,3.6999999999999997,57.13333333333333,9.333333333333332,5.6,0,6500,0.17333333333333334,0.9433333333333334,6.5,108,297.3333333333333,0.3433333333333333,24.933333333333334,304.3333333333333,5859.033333333333,60,0,100,7.933333333333334,,,,,,,,,
01.2.1.2.002,129,Teh celup (sachet),BAHAN MINUMAN,tkpi,MP016; MP017; MP018,297.3333333333333,25.633333333333333,3.6999999999999997,57.13333333333333,9.333333333333332,5.6,0,6500,0.17333333333333334,0.9433333333333334,6.5,108,297.3333333333333,0.3433333333333333,24.933333333333334,304.3333333333333,5859.033333333333,60,0,100,7.933333333333334,,,,,,,,,
01.2.1.1.001,130,"Kopi (bubuk, biji)",BAHAN MINUMAN,no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01.2.1.1.002,131,Kopi instan (sachet),BAHAN MINUMAN,tkpi,MP009,129,12.3,0.5,35,0,9.7,,0,0,0.21,30.6,0,179,0.14,5.6,383,3256,72,0,100,2.6,0,,,,,,,,
01.2.2.2/3,132,Bahan minuman lainnya,BAHAN MINUMAN,tkpi,MP001; MP002; MP003; MP004; MP008; MP010; MP011; MP012; MP013; MP014; MP015; QR001,300.41666666666663,2.6636363636363636,12.041666666666668,49.71666666666667,5.45,3.441666666666667,0,8.599999999999998,0.05,0.07,0.2,3.9,84.08333333333334,0.26222222222222225,4.508333333333334,169.91666666666669,197.57,21.545454545454547,0.7111111111111111,100,32.266666666666666,37.857142857142854,,,,,,,,
,133,BUMBU-BUMBUAN,BUMBU-BUMBUAN,food_category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01.1.9.2.001,134,Garam,BUMBU-BUMBUAN,no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01.1.9.2.005,135,Kemiri,BUMBU-BUMBUAN,tkpi,NR019,675,19,63,8,3,3,,0,0.06,0.06,0.4,0,80,0.23,2,200,430.7,25,0.8,100,7,0,,,,,,,,
01.1.9.2.006,136,Ketumbar/jinten,BUMBU-BUMBUAN,tkpi,NR020,418,14.1,16.1,54.2,12.3,4.4,,75,0.2,0.35,1.8,0,630,0.95,17.9,370,1787,91,4.6,100,11.2,1570,,,,,,,,
01.1.9.2.007,137,Merica/lada,BUMBU-BUMBUAN,tkpi,NR023,365,11.5,6.8,64.4,1,4.4,,0,0.2,0.1,2.5,,460,0.89,16.4,200,99.7,4,1.1,100,12.9,,,,,,,,,
01.1.7.3.024,138,Asam,BUMBU-BUMBUAN,tkpi,NR001; NR002; NR003; NR004; NR005; NR006,161.16666666666666,1,1.0666666666666667,37.53333333333333,3.9833333333333334,1.7,,264.8,0.061666666666666675,0.128,0.5599999999999999,0.33333333333333337,89.5,0.19666666666666668,3.6833333333333336,226.83333333333334,167.425,23.833333333333332,0.15,74,58.7,5,,,,,,,,
01.1.9.4.003/4,139,Terasi/petis,BUMBU-BUMBUAN,tkpi,NP006; NP007; NP008; NP011; NP012; NP013,208.33333333333334,24.033333333333335,2.083333333333333,23.366666666666667,1.76,13.366666666666665,,0,0.8366666666666667,0.17833333333333334,1.95,0,1076.1666666666667,1.126,18.983333333333334,412.5,630.98,6028.6,2.36,100,39.25,46.4,,,,,,,,
01.1.9.1.003,140,Kecap,BUMBU-BUMBUAN,tkpi,NP005,71,5.7,1.3,9,0,21,0,,0,,,0,123,0.04,5.7,96,,1114,,100,63,,,,,,,,,
01.1.9.4.008,141,Penyedap masakan/vetsin,BUMBU-BUMBUAN,no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01.1.9.1.005,142,Sambal jadi,BUMBU-BUMBUAN,smiling,(uncoded row 139),153.10000000000002,3.8,5.5,18.1,8,0,0,0,0.1,0.3,2.8,24,47,,2.5,,,,0.8,100,72.6,,639.8000000000001,108,1332,55.5,0.6,28,0,
01.1.9.1.006-7,143,Saus tomat,BUMBU-BUMBUAN,tkpi,NP009,110,2,0.4,24.5,0.9,3.6,,357,0.09,0.06,1.7,11,12,0.18,0.8,18,129.6,890,0.3,100,69.5,570,,,,,,,,
01.1.9.4.007,144,"Bumbu maskan jadi/kemasan, bumbu racikan",BUMBU-BUMBUAN,no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01.1.9.2.003/4,145,"Bumbu dapur lainnya (pala, jahe, kunyit, dsb)",BUMBU-BUMBUAN,tkpi,NP001; NP002; NP003; NP004; NP010; NR009; NR010; NR011; NR013; NR016; NR017; NR018; NR021; NR022; NR024,168.46666666666664,6.546666666666667,6.740000000000001,21.246666666666666,5.292857142857143,4.586666666666667,17,1739.3846153846155,13.464666666666668,0.21571428571428572,1.45,20.1,178.33333333333331,0.48384615384615387,5.62,162.46666666666667,336.5785714285714,431.1428571428571,1.0923076923076922,90.33333333333333,60.913333333333334,2304.1666666666665,,,,,,,,
,146,BAHAN MAKANAN LAINNYA,BAHAN MAKANAN LAINNYA,food_category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01.1.1.5.012,147,Mie instan,BAHAN MAKANAN LAINNYA,tkpi,AP022,339,10,1.7,6.3,0.4,1.4,,,0,0.08,2.2,0,31,0.29,3.9,143,83,760,1.9,100,10.6,0,,,,,,,,
01.1.1.5.018/19,148,Kerupuk,BAHAN MAKANAN LAINNYA,tkpi,BP040; BP041; BP042; BP043; BP044; BP045; FP007,452.85714285714283,11.785714285714285,18.1,60.68571428571428,3.3333333333333335,2.5857142857142854,569.4,0,0.34833333333333333,0.05,1.475,0,47.857142857142854,0.12000000000000001,2.3857142857142857,157.85714285714286,143.8,858.25,0.28,100,6.857142857142857,297.6666666666667,,,,,,,,
01.1.1.5.013,149,Bubur bayi kemasan,BAHAN MAKANAN LAINNYA,smiling,(uncoded row 59),396.80000000000007,8.9,4.4,80.4,0,2.7,0,0,0,0,0,0,337,,10.4,,,,0,100,3.6,,1680.9,100,0,0,0,0,0,
01.1.1.2/15/76/94,150,Lainnya,BAHAN MAKANAN LAINNYA,tkpi,AP004; AP006; AP007; AP008; AP011; AP013; AP019; AP020; AP021; AP023; AP106; BP064; BP065; BP067; BP068; BP069; BP070; BP071; BP072,325.89473684210526,4.147368421052631,1.331578947368421,74.75263157894737,4.4411764705882355,1.5210526315789474,16.666666666666664,1.25,0.12473684210526316,0.043529411764705886,0.9647058823529412,0.19411764705882356,46.8421052631579,0.24000000000000002,3.8473684210526313,109.73684210526315,291.13529411764705,237.88888888888889,1.0647058823529412,100,18.373684210526314,109,,,,,,,,
,151,MAKANAN MINUMAN JADI,MAKANAN MINUMAN JADI,food_category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01.1.1.2.005,152,Roti tawar,MAKANAN MINUMAN JADI,tkpi,AP024,248,8,1.2,50,9.1,0.8,0,0,0.1,0.29,2.4,0,10,0.15,1.5,95,91,530,0.9,100,40,0,,,,,,,,
01.1.1.2.003,153,"Roti manis, roti lainnya",MAKANAN MINUMAN JADI,tkpi,AP103; AP104,295,6.7,8.85,46.5,,0.95,0,0,0.275,0.3,2.4,0,17.5,,1.8,102.5,66,330.5,0.9,100,37,0,,,,,,,,
11.1.1.1.025/044,154,"Kue kering, biskuit, semprong",MAKANAN MINUMAN JADI,tkpi,AP029; AP030; AP033; AP039; AP047; AP068; AP070; AP093; AP112; BP013; BP014; BP015; BP016; BP017; BP018; BP046; BP058,406.88235294117646,4.182352941176471,10.194117647058823,73.7764705882353,0.73,1.111764705882353,3.090909090909091,154.25,0.19066666666666668,0.1409090909090909,0.8363636363636363,0.014285714285714285,132.9333333333333,0.1875,2.36,82.6,23.25,98.5,0.6,100,10.705882352941178,206.85714285714283,,,,,,,,
11.1.1.1.024/103/123,155,"Kue basah (kue lapis, bika ambon, lemper, dsb)",MAKANAN MINUMAN JADI,tkpi,AP026; AP027; AP028; AP032; AP035; AP036; AP037; AP038; AP041; AP042; AP043; AP044; AP045; AP046; AP048; AP054; AP055; AP056; AP057; AP058; AP059; AP064; AP065; AP066; AP069; AP071; AP072; AP073; AP074; AP075; AP076; AP077; AP078; AP079; AP080; AP083; AP094; AP095; AP097; AP099; AP100; AP101; AP105; AP107; AP108; AP110; AP113; AP114; BP025; BP026; BP028; BP029; BP030; BP047; BP048; BP052; HP005; HP006,274.17241379310343,3.2706896551724136,7.812068965517241,47.560344827586206,1.7148148148148148,0.9603448275862069,37.53571428571428,131.57142857142858,0.148125,0.08666666666666667,1.1708333333333334,0.20799999999999996,102.82352941176471,0.38181818181818183,2.7800000000000002,78.05714285714286,113.92857142857142,53.57142857142857,1.0909090909090908,100,40.36896551724138,289.76,,,,,,,,
11.1.1.1.133/83-89,156,Makanan gorengan,MAKANAN MINUMAN JADI,tkpi,AP031; AP049; AP050; AP053; AP096; AP102; DP017; DP038,389.125,5.0875,20.3625,46.4125,1.8142857142857143,1.9125,0.25,0,0.19375,0.0225,2.5,0,204.125,0.475,3.6125000000000003,66.75,33.5,63,0.9,100,26.225,1362.625,,,,,,,,
11.1.1.1.011,157,Bubur kacang hijau,MAKANAN MINUMAN JADI,smiling,(uncoded row 79),148.5,3.1,3.5,24.7,2.9,0,0,0,0.1,0,0.2,0,259,,1.3,,,,0.5,100,68.7,,625.3,102.9,1,0.04166666666666666,0.04,77,0,
11.1.1.1.015,158,"Gado-gado, ketoprak, pecel",MAKANAN MINUMAN JADI,tkpi,AP060; DP031,145,7,5.45,17,2,2.05,3,,0.07500000000000001,,,0.5,227,,5.45,134.5,,,,100,68.8,3182,,,,,,,,
11.1.1.3.170,159,Nasi campur/rames,MAKANAN MINUMAN JADI,tkpi,AP089; AP090; AP091; AP092; AP098,169.6,4.84,5.92,24.34,0.65,1.1400000000000001,24,0,0.2575,0.060000000000000005,2.2333333333333334,0,63.6,0.15000000000000002,1.32,79.6,115.75,212.8,1.2,100,63.76,3140,,,,,,,,
11.1.1.3.169,160,Nasi goreng,MAKANAN MINUMAN JADI,smiling,(uncoded row 67),178.00000000000003,2.6,7.4,24.6,1.3,0,0,0,0.1,0.1,0,19,7,,0.6,,,,0.4,100,64.1,,746.6,100,0,0,0.1,0,0,
11.1.1.1.030,161,Nasi putih,MAKANAN MINUMAN JADI,tkpi,AP001,180,3,0.3,39.8,0.2,0.2,0,0,0.05,0.1,2.6,0,25,0.1,0.4,27,38,1,0.6,100,56.7,,,,,,,,,
11.1.1.1.023,162,Lontong/ketupat sayur,MAKANAN MINUMAN JADI,no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
