susenas_code,susenas_item,nutrient,value_before,value_after,method,source_table
165,"Sate, tongseng",energy,245.33333333333337,201.42,recipe,"TKPI 2020 raw ingredients (with table salt), share-weighted (sheet Recipes)"
165,"Sate, tongseng",protein,15.833333333333334,12.059,recipe,"TKPI 2020 raw ingredients (with table salt), share-weighted (sheet Recipes)"
165,"Sate, tongseng",fat,12.966666666666669,14.575,recipe,"TKPI 2020 raw ingredients (with table salt), share-weighted (sheet Recipes)"
165,"Sate, tongseng",dha_epa,0,0,zero_by_biology,none
165,"Sate, tongseng",carbohydrate,15.933333333333334,6.78,recipe,"TKPI 2020 raw ingredients (with table salt), share-weighted (sheet Recipes)"
165,"Sate, tongseng",fiber,1,0.8490000000000001,recipe,"TKPI 2020 raw ingredients (with table salt), share-weighted (sheet Recipes)"
165,"Sate, tongseng",ash,3.0666666666666664,5.572999999999999,recipe,"TKPI 2020 raw ingredients (with table salt), share-weighted (sheet Recipes)"
165,"Sate, tongseng",retinol,133,35.02,recipe,"TKPI 2020 raw ingredients (with table salt), share-weighted (sheet Recipes)"
165,"Sate, tongseng",beta_carotene,0.6666666666666667,1177.79,recipe,"TKPI 2020 raw ingredients (with table salt), share-weighted (sheet Recipes)"
165,"Sate, tongseng",thiamin,0.06,0.1043,recipe,"TKPI 2020 raw ingredients (with table salt), share-weighted (sheet Recipes)"
165,"Sate, tongseng",riboflavin,0.02,0.1785,recipe,"TKPI 2020 raw ingredients (with table salt), share-weighted (sheet Recipes)"
165,"Sate, tongseng",niacin,0,4.162000000000001,recipe,"TKPI 2020 raw ingredients (with table salt), share-weighted (sheet Recipes)"
165,"Sate, tongseng",vitamin_c,0,4.4,recipe,"TKPI 2020 raw ingredients (with table salt), share-weighted (sheet Recipes)"
165,"Sate, tongseng",calcium,122.66666666666669,37.57,recipe,"TKPI 2020 raw ingredients (with table salt), share-weighted (sheet Recipes)"
165,"Sate, tongseng",copper,0.2,0.684,recipe,"TKPI 2020 raw ingredients (with table salt), share-weighted (sheet Recipes)"
165,"Sate, tongseng",iron,6.1000000000000005,2.008,recipe,"TKPI 2020 raw ingredients (with table salt), share-weighted (sheet Recipes)"
165,"Sate, tongseng",phosphorus,204.66666666666663,125.09,recipe,"TKPI 2020 raw ingredients (with table salt), share-weighted (sheet Recipes)"
165,"Sate, tongseng",potassium,199,275.978,recipe,"TKPI 2020 raw ingredients (with table salt), share-weighted (sheet Recipes)"
165,"Sate, tongseng",sodium,576,924.782,recipe,"TKPI 2020 raw ingredients (with table salt), share-weighted (sheet Recipes)"
165,"Sate, tongseng",zinc,0.45,2.234,recipe,"TKPI 2020 raw ingredients (with table salt), share-weighted (sheet Recipes)"
165,"Sate, tongseng",bdd,94.13333333333334,91.19999999999999,recipe,"TKPI 2020 raw ingredients (with table salt), share-weighted (sheet Recipes)"
166,"Mie bakso, mie rebus, mie goreng",energy,109.65,151.76,recipe,"TKPI 2020 raw ingredients (with water, table salt), share-weighted (sheet Recipes)"
166,"Mie bakso, mie rebus, mie goreng",protein,5.75,5.343999999999999,recipe,"TKPI 2020 raw ingredients (with water, table salt), share-weighted (sheet Recipes)"
166,"Mie bakso, mie rebus, mie goreng",fat,3.45,6.154999999999999,recipe,"TKPI 2020 raw ingredients (with water, table salt), share-weighted (sheet Recipes)"
166,"Mie bakso, mie rebus, mie goreng",dha_epa,0,0,zero_by_biology,none
166,"Mie bakso, mie rebus, mie goreng",carbohydrate,13.45,4.669,recipe,"TKPI 2020 raw ingredients (with water, table salt), share-weighted (sheet Recipes)"
166,"Mie bakso, mie rebus, mie goreng",fiber,0.8999999999999999,0.3500000000000001,recipe,"TKPI 2020 raw ingredients (with water, table salt), share-weighted (sheet Recipes)"
166,"Mie bakso, mie rebus, mie goreng",ash,0.8,2.297,recipe,"TKPI 2020 raw ingredients (with water, table salt), share-weighted (sheet Recipes)"
166,"Mie bakso, mie rebus, mie goreng",retinol,28.35,17.07,recipe,"TKPI 2020 raw ingredients (with water, table salt), share-weighted (sheet Recipes)"
166,"Mie bakso, mie rebus, mie goreng",beta_carotene,0,689.5099999999999,recipe,"TKPI 2020 raw ingredients (with water, table salt), share-weighted (sheet Recipes)"
166,"Mie bakso, mie rebus, mie goreng",thiamin,0.505,0.0267,recipe,"TKPI 2020 raw ingredients (with water, table salt), share-weighted (sheet Recipes)"
166,"Mie bakso, mie rebus, mie goreng",riboflavin,0.02,0.09230000000000003,recipe,"TKPI 2020 raw ingredients (with water, table salt), share-weighted (sheet Recipes)"
166,"Mie bakso, mie rebus, mie goreng",niacin,0.2,1.318,recipe,"TKPI 2020 raw ingredients (with water, table salt), share-weighted (sheet Recipes)"
166,"Mie bakso, mie rebus, mie goreng",vitamin_c,0,6.77,recipe,"TKPI 2020 raw ingredients (with water, table salt), share-weighted (sheet Recipes)"
166,"Mie bakso, mie rebus, mie goreng",calcium,274,36.8356,recipe,"TKPI 2020 raw ingredients (with water, table salt), share-weighted (sheet Recipes)"
166,"Mie bakso, mie rebus, mie goreng",copper,,0.3691,recipe,"TKPI 2020 raw ingredients (with water, table salt), share-weighted (sheet Recipes)"
166,"Mie bakso, mie rebus, mie goreng",iron,1.85,1.639,recipe,"TKPI 2020 raw ingredients (with water, table salt), share-weighted (sheet Recipes)"
166,"Mie bakso, mie rebus, mie goreng",phosphorus,,73.78,recipe,"TKPI 2020 raw ingredients (with water, table salt), share-weighted (sheet Recipes)"
166,"Mie bakso, mie rebus, mie goreng",potassium,,110.543,recipe,"TKPI 2020 raw ingredients (with water, table salt), share-weighted (sheet Recipes)"
166,"Mie bakso, mie rebus, mie goreng",sodium,,626.9960000000001,recipe,"TKPI 2020 raw ingredients (with water, table salt), share-weighted (sheet Recipes)"
166,"Mie bakso, mie rebus, mie goreng",zinc,0.5,0.8380000000000001,recipe,"TKPI 2020 raw ingredients (with water, table salt), share-weighted (sheet Recipes)"
166,"Mie bakso, mie rebus, mie goreng",bdd,100,95.78,recipe,"TKPI 2020 raw ingredients (with water, table salt), share-weighted (sheet Recipes)"
167,Mie instan (jadi),energy,361.79,66,recipe,"USDA SR Legacy dry noodle (with water), share-weighted (sheet Recipes)"
167,Mie instan (jadi),protein,10.3,1.53,recipe,"USDA SR Legacy dry noodle (with water), share-weighted (sheet Recipes)"
167,Mie instan (jadi),fat,1.91,2.64,recipe,"USDA SR Legacy dry noodle (with water), share-weighted (sheet Recipes)"
167,Mie instan (jadi),dha_epa,0,0,zero_by_biology,none
167,Mie instan (jadi),carbohydrate,75,9.045,recipe,"USDA SR Legacy dry noodle (with water), share-weighted (sheet Recipes)"
167,Mie instan (jadi),fiber,1.7,0.435,recipe,"USDA SR Legacy dry noodle (with water), share-weighted (sheet Recipes)"
167,Mie instan (jadi),ash,0,0.8175,recipe,"USDA SR Legacy dry noodle (with water), share-weighted (sheet Recipes)"
167,Mie instan (jadi),retinol,0,0,recipe,"USDA SR Legacy dry noodle (with water), share-weighted (sheet Recipes)"
167,Mie instan (jadi),beta_carotene,0,0.8999999999999999,recipe,"USDA SR Legacy dry noodle (with water), share-weighted (sheet Recipes)"
167,Mie instan (jadi),thiamin,0.5,0.0672,recipe,"USDA SR Legacy dry noodle (with water), share-weighted (sheet Recipes)"
167,Mie instan (jadi),riboflavin,0,0.03825,recipe,"USDA SR Legacy dry noodle (with water), share-weighted (sheet Recipes)"
167,Mie instan (jadi),niacin,0,0.81,recipe,"USDA SR Legacy dry noodle (with water), share-weighted (sheet Recipes)"
167,Mie instan (jadi),vitamin_c,0,0.045,recipe,"USDA SR Legacy dry noodle (with water), share-weighted (sheet Recipes)"
167,Mie instan (jadi),calcium,15,3.9269,recipe,"USDA SR Legacy dry noodle (with water), share-weighted (sheet Recipes)"
167,Mie instan (jadi),copper,,0.0189,recipe,"USDA SR Legacy dry noodle (with water), share-weighted (sheet Recipes)"
167,Mie instan (jadi),iron,10.7,0.6165,recipe,"USDA SR Legacy dry noodle (with water), share-weighted (sheet Recipes)"
167,Mie instan (jadi),phosphorus,,17.25,recipe,"USDA SR Legacy dry noodle (with water), share-weighted (sheet Recipes)"
167,Mie instan (jadi),potassium,,27.405,recipe,"USDA SR Legacy dry noodle (with water), share-weighted (sheet Recipes)"
167,Mie instan (jadi),sodium,,281.975,recipe,"USDA SR Legacy dry noodle (with water), share-weighted (sheet Recipes)"
167,Mie instan (jadi),zinc,0.7,0.09,recipe,"USDA SR Legacy dry noodle (with water), share-weighted (sheet Recipes)"
167,Mie instan (jadi),bdd,100,100,recipe,"USDA SR Legacy dry noodle (with water), share-weighted (sheet Recipes)"
168,"Makanan ringan anak-anak, krupuk/kripik",dha_epa,0,0,zero_by_biology,none
169,Ikan matang,dha_epa,0,0,zero_by_composition,none
170,"Ayam/daging matang (ayam goreng, rendang, dsb)",dha_epa,0,0,zero_by_biology,none
171,"Daging olahan (sosis, nugget, daging asap, dsb) matang",energy,298.25,290.8,recipe,"TKPI 2020 raw ingredients (with USDA entries), share-weighted (sheet Recipes)"
171,"Daging olahan (sosis, nugget, daging asap, dsb) matang",protein,19.625,18.572,recipe,"TKPI 2020 raw ingredients (with USDA entries), share-weighted (sheet Recipes)"
171,"Daging olahan (sosis, nugget, daging asap, dsb) matang",fat,23.825,22.144,recipe,"TKPI 2020 raw ingredients (with USDA entries), share-weighted (sheet Recipes)"
171,"Daging olahan (sosis, nugget, daging asap, dsb) matang",dha_epa,0,0,zero_by_biology,none
171,"Daging olahan (sosis, nugget, daging asap, dsb) matang",carbohydrate,1.325,4.308,recipe,"TKPI 2020 raw ingredients (with USDA entries), share-weighted (sheet Recipes)"
171,"Daging olahan (sosis, nugget, daging asap, dsb) matang",fiber,0.7666666666666666,0.6,recipe,"TKPI 2020 raw ingredients (with USDA entries), share-weighted (sheet Recipes)"
171,"Daging olahan (sosis, nugget, daging asap, dsb) matang",ash,3.425,3.158,recipe,"TKPI 2020 raw ingredients (with USDA entries), share-weighted (sheet Recipes)"
171,"Daging olahan (sosis, nugget, daging asap, dsb) matang",retinol,301.75,244.6,recipe,"TKPI 2020 raw ingredients (with USDA entries), share-weighted (sheet Recipes)"
171,"Daging olahan (sosis, nugget, daging asap, dsb) matang",beta_carotene,52,10.4,recipe,"TKPI 2020 raw ingredients (with USDA entries), share-weighted (sheet Recipes)"
171,"Daging olahan (sosis, nugget, daging asap, dsb) matang",thiamin,0.1075,0.1072,recipe,"TKPI 2020 raw ingredients (with USDA entries), share-weighted (sheet Recipes)"
171,"Daging olahan (sosis, nugget, daging asap, dsb) matang",riboflavin,0.3824999999999999,0.3170000000000001,recipe,"TKPI 2020 raw ingredients (with USDA entries), share-weighted (sheet Recipes)"
171,"Daging olahan (sosis, nugget, daging asap, dsb) matang",niacin,4.375,4.8472,recipe,"TKPI 2020 raw ingredients (with USDA entries), share-weighted (sheet Recipes)"
171,"Daging olahan (sosis, nugget, daging asap, dsb) matang",vitamin_c,0,0,recipe,"TKPI 2020 raw ingredients (with USDA entries), share-weighted (sheet Recipes)"
171,"Daging olahan (sosis, nugget, daging asap, dsb) matang",calcium,18.25,22.2,recipe,"TKPI 2020 raw ingredients (with USDA entries), share-weighted (sheet Recipes)"
171,"Daging olahan (sosis, nugget, daging asap, dsb) matang",copper,0.095,0.1038,recipe,"TKPI 2020 raw ingredients (with USDA entries), share-weighted (sheet Recipes)"
171,"Daging olahan (sosis, nugget, daging asap, dsb) matang",iron,3.525,3.106,recipe,"TKPI 2020 raw ingredients (with USDA entries), share-weighted (sheet Recipes)"
171,"Daging olahan (sosis, nugget, daging asap, dsb) matang",phosphorus,170.25,178.8,recipe,"TKPI 2020 raw ingredients (with USDA entries), share-weighted (sheet Recipes)"
171,"Daging olahan (sosis, nugget, daging asap, dsb) matang",potassium,255.775,260.82,recipe,"TKPI 2020 raw ingredients (with USDA entries), share-weighted (sheet Recipes)"
171,"Daging olahan (sosis, nugget, daging asap, dsb) matang",sodium,958.25,874.1999999999999,recipe,"TKPI 2020 raw ingredients (with USDA entries), share-weighted (sheet Recipes)"
171,"Daging olahan (sosis, nugget, daging asap, dsb) matang",zinc,3.25,2.75,recipe,"TKPI 2020 raw ingredients (with USDA entries), share-weighted (sheet Recipes)"
171,"Daging olahan (sosis, nugget, daging asap, dsb) matang",bdd,100,100,recipe,"TKPI 2020 raw ingredients (with USDA entries), share-weighted (sheet Recipes)"
172,Bubur ayam,energy,,103.08,recipe,"TKPI 2020 raw ingredients (with water, table salt), share-weighted (sheet Recipes)"
172,Bubur ayam,protein,,2.71,recipe,"TKPI 2020 raw ingredients (with water, table salt), share-weighted (sheet Recipes)"
172,Bubur ayam,fat,,4.439000000000001,recipe,"TKPI 2020 raw ingredients (with water, table salt), share-weighted (sheet Recipes)"
172,Bubur ayam,dha_epa,,0,zero_by_composition,none
172,Bubur ayam,carbohydrate,,13.172,recipe,"TKPI 2020 raw ingredients (with water, table salt), share-weighted (sheet Recipes)"
172,Bubur ayam,fiber,,0.27,recipe,"TKPI 2020 raw ingredients (with water, table salt), share-weighted (sheet Recipes)"
172,Bubur ayam,ash,,1.446,recipe,"TKPI 2020 raw ingredients (with water, table salt), share-weighted (sheet Recipes)"
172,Bubur ayam,retinol,,17.15,recipe,"TKPI 2020 raw ingredients (with water, table salt), share-weighted (sheet Recipes)"
172,Bubur ayam,beta_carotene,,364.25,recipe,"TKPI 2020 raw ingredients (with water, table salt), share-weighted (sheet Recipes)"
172,Bubur ayam,thiamin,,0.0401,recipe,"TKPI 2020 raw ingredients (with water, table salt), share-weighted (sheet Recipes)"
172,Bubur ayam,riboflavin,,0.0242,recipe,"TKPI 2020 raw ingredients (with water, table salt), share-weighted (sheet Recipes)"
172,Bubur ayam,niacin,,1.173,recipe,"TKPI 2020 raw ingredients (with water, table salt), share-weighted (sheet Recipes)"
172,Bubur ayam,vitamin_c,,0.15,recipe,"TKPI 2020 raw ingredients (with water, table salt), share-weighted (sheet Recipes)"
172,Bubur ayam,calcium,,26.5898,recipe,"TKPI 2020 raw ingredients (with water, table salt), share-weighted (sheet Recipes)"
172,Bubur ayam,copper,,0.0307,recipe,"TKPI 2020 raw ingredients (with water, table salt), share-weighted (sheet Recipes)"
172,Bubur ayam,iron,,0.476,recipe,"TKPI 2020 raw ingredients (with water, table salt), share-weighted (sheet Recipes)"
172,Bubur ayam,phosphorus,,31.66,recipe,"TKPI 2020 raw ingredients (with water, table salt), share-weighted (sheet Recipes)"
172,Bubur ayam,potassium,,47.07800000000001,recipe,"TKPI 2020 raw ingredients (with water, table salt), share-weighted (sheet Recipes)"
172,Bubur ayam,sodium,,422.015,recipe,"TKPI 2020 raw ingredients (with water, table salt), share-weighted (sheet Recipes)"
172,Bubur ayam,zinc,,0.132,recipe,"TKPI 2020 raw ingredients (with water, table salt), share-weighted (sheet Recipes)"
172,Bubur ayam,bdd,,96.66,recipe,"TKPI 2020 raw ingredients (with water, table salt), share-weighted (sheet Recipes)"
173,"Siomay, batagor",energy,,201.68,recipe,"TKPI 2020 raw ingredients (with water, table salt, fish book tenggiri), share-weighted (sheet Recipes)"
173,"Siomay, batagor",protein,,8.636000000000001,recipe,"TKPI 2020 raw ingredients (with water, table salt, fish book tenggiri), share-weighted (sheet Recipes)"
173,"Siomay, batagor",fat,,9.682,recipe,"TKPI 2020 raw ingredients (with water, table salt, fish book tenggiri), share-weighted (sheet Recipes)"
173,"Siomay, batagor",dha_epa,,0.1966173,recipe,"fish book (Harvard AFCD) tenggiri row, share-weighted"
173,"Siomay, batagor",carbohydrate,,21.114,recipe,"TKPI 2020 raw ingredients (with water, table salt, fish book tenggiri), share-weighted (sheet Recipes)"
173,"Siomay, batagor",fiber,,0.602,recipe,"TKPI 2020 raw ingredients (with water, table salt, fish book tenggiri), share-weighted (sheet Recipes)"
173,"Siomay, batagor",ash,,2.143,recipe,"TKPI 2020 raw ingredients (with water, table salt, fish book tenggiri), share-weighted (sheet Recipes)"
173,"Siomay, batagor",retinol,,5.08,recipe,"TKPI 2020 raw ingredients (with water, table salt, fish book tenggiri), share-weighted (sheet Recipes)"
173,"Siomay, batagor",beta_carotene,,1585.9,recipe,"TKPI 2020 raw ingredients (with water, table salt, fish book tenggiri), share-weighted (sheet Recipes)"
173,"Siomay, batagor",thiamin,,0.0845,recipe,"TKPI 2020 raw ingredients (with water, table salt, fish book tenggiri), share-weighted (sheet Recipes)"
173,"Siomay, batagor",riboflavin,,19.8673,recipe,"TKPI 2020 raw ingredients (with water, table salt, fish book tenggiri), share-weighted (sheet Recipes)"
173,"Siomay, batagor",niacin,,3.668,recipe,"TKPI 2020 raw ingredients (with water, table salt, fish book tenggiri), share-weighted (sheet Recipes)"
173,"Siomay, batagor",vitamin_c,,3.54,recipe,"TKPI 2020 raw ingredients (with water, table salt, fish book tenggiri), share-weighted (sheet Recipes)"
173,"Siomay, batagor",calcium,,76.92926,recipe,"TKPI 2020 raw ingredients (with water, table salt, fish book tenggiri), share-weighted (sheet Recipes)"
173,"Siomay, batagor",copper,,0.223286,recipe,"TKPI 2020 raw ingredients (with water, table salt, fish book tenggiri), share-weighted (sheet Recipes)"
173,"Siomay, batagor",iron,,1.509,recipe,"TKPI 2020 raw ingredients (with water, table salt, fish book tenggiri), share-weighted (sheet Recipes)"
173,"Siomay, batagor",phosphorus,,141.982,recipe,"TKPI 2020 raw ingredients (with water, table salt, fish book tenggiri), share-weighted (sheet Recipes)"
173,"Siomay, batagor",potassium,,182.953,recipe,"TKPI 2020 raw ingredients (with water, table salt, fish book tenggiri), share-weighted (sheet Recipes)"
173,"Siomay, batagor",sodium,,411.417,recipe,"TKPI 2020 raw ingredients (with water, table salt, fish book tenggiri), share-weighted (sheet Recipes)"
173,"Siomay, batagor",zinc,,0.5306000000000001,recipe,"TKPI 2020 raw ingredients (with water, table salt, fish book tenggiri), share-weighted (sheet Recipes)"
173,"Siomay, batagor",bdd,,85.5454798206278,recipe,"TKPI 2020 raw ingredients (with water, table salt, fish book tenggiri), share-weighted (sheet Recipes)"
174,Makanan jadi lainnya,dha_epa,0,0,zero_by_biology,none
175,Air kemasan,energy,,0,borrowed,"product label (bottled mineral water, Le Minerale)"
175,Air kemasan,protein,,0,borrowed,"product label (bottled mineral water, Le Minerale)"
175,Air kemasan,fat,,0,borrowed,"product label (bottled mineral water, Le Minerale)"
175,Air kemasan,dha_epa,,0,zero_by_biology,none
175,Air kemasan,carbohydrate,,0,borrowed,"product label (bottled mineral water, Le Minerale)"
175,Air kemasan,fiber,,0,borrowed,"product label (bottled mineral water, Le Minerale)"
175,Air kemasan,ash,,0,borrowed,"product label (bottled mineral water, Le Minerale)"
175,Air kemasan,retinol,,0,borrowed,"product label (bottled mineral water, Le Minerale)"
175,Air kemasan,beta_carotene,,0,borrowed,"product label (bottled mineral water, Le Minerale)"
175,Air kemasan,thiamin,,0,borrowed,"product label (bottled mineral water, Le Minerale)"
175,Air kemasan,riboflavin,,0,borrowed,"product label (bottled mineral water, Le Minerale)"
175,Air kemasan,niacin,,0,borrowed,"product label (bottled mineral water, Le Minerale)"
175,Air kemasan,vitamin_c,,0,borrowed,"product label (bottled mineral water, Le Minerale)"
175,Air kemasan,calcium,,0.914,borrowed,"product label (bottled mineral water, Le Minerale)"
175,Air kemasan,copper,,0,borrowed,"product label (bottled mineral water, Le Minerale)"
175,Air kemasan,iron,,0,borrowed,"product label (bottled mineral water, Le Minerale)"
175,Air kemasan,phosphorus,,0,borrowed,"product label (bottled mineral water, Le Minerale)"
175,Air kemasan,potassium,,0.3,borrowed,"product label (bottled mineral water, Le Minerale)"
175,Air kemasan,sodium,,3.5,borrowed,"product label (bottled mineral water, Le Minerale)"
175,Air kemasan,zinc,,0,borrowed,"product label (bottled mineral water, Le Minerale)"
175,Air kemasan,bdd,,100,borrowed,"product label (bottled mineral water, Le Minerale)"
176,Air kemasan galon,energy,,0,borrowed,"product label (bottled mineral water, Le Minerale)"
176,Air kemasan galon,protein,,0,borrowed,"product label (bottled mineral water, Le Minerale)"
176,Air kemasan galon,fat,,0,borrowed,"product label (bottled mineral water, Le Minerale)"
176,Air kemasan galon,dha_epa,,0,zero_by_biology,none
176,Air kemasan galon,carbohydrate,,0,borrowed,"product label (bottled mineral water, Le Minerale)"
176,Air kemasan galon,fiber,,0,borrowed,"product label (bottled mineral water, Le Minerale)"
176,Air kemasan galon,ash,,0,borrowed,"product label (bottled mineral water, Le Minerale)"
176,Air kemasan galon,retinol,,0,borrowed,"product label (bottled mineral water, Le Minerale)"
176,Air kemasan galon,beta_carotene,,0,borrowed,"product label (bottled mineral water, Le Minerale)"
176,Air kemasan galon,thiamin,,0,borrowed,"product label (bottled mineral water, Le Minerale)"
176,Air kemasan galon,riboflavin,,0,borrowed,"product label (bottled mineral water, Le Minerale)"
176,Air kemasan galon,niacin,,0,borrowed,"product label (bottled mineral water, Le Minerale)"
176,Air kemasan galon,vitamin_c,,0,borrowed,"product label (bottled mineral water, Le Minerale)"
176,Air kemasan galon,calcium,,0.914,borrowed,"product label (bottled mineral water, Le Minerale)"
176,Air kemasan galon,copper,,0,borrowed,"product label (bottled mineral water, Le Minerale)"
176,Air kemasan galon,iron,,0,borrowed,"product label (bottled mineral water, Le Minerale)"
176,Air kemasan galon,phosphorus,,0,borrowed,"product label (bottled mineral water, Le Minerale)"
176,Air kemasan galon,potassium,,0.3,borrowed,"product label (bottled mineral water, Le Minerale)"
176,Air kemasan galon,sodium,,3.5,borrowed,"product label (bottled mineral water, Le Minerale)"
176,Air kemasan galon,zinc,,0,borrowed,"product label (bottled mineral water, Le Minerale)"
176,Air kemasan galon,bdd,,100,borrowed,"product label (bottled mineral water, Le Minerale)"
177,"Air teh kemasan, minuman bersoda/mengandung CO2",energy,12.8,42.66666666666666,borrowed,"USDA FoodData Central, SR Legacy"
177,"Air teh kemasan, minuman bersoda/mengandung CO2",protein,0,0.03,borrowed,"USDA FoodData Central, SR Legacy"
177,"Air teh kemasan, minuman bersoda/mengandung CO2",fat,0,0.1566666666666666,borrowed,"USDA FoodData Central, SR Legacy"
177,"Air teh kemasan, minuman bersoda/mengandung CO2",dha_epa,0,0,zero_by_biology,none
177,"Air teh kemasan, minuman bersoda/mengandung CO2",carbohydrate,3.2,10.52666666666667,borrowed,"USDA FoodData Central, SR Legacy"
177,"Air teh kemasan, minuman bersoda/mengandung CO2",fiber,0,0,borrowed,"USDA FoodData Central, SR Legacy"
177,"Air teh kemasan, minuman bersoda/mengandung CO2",ash,0,0.02333333333333333,borrowed,"USDA FoodData Central, SR Legacy"
177,"Air teh kemasan, minuman bersoda/mengandung CO2",retinol,0,0,borrowed,"USDA FoodData Central, SR Legacy"
177,"Air teh kemasan, minuman bersoda/mengandung CO2",beta_carotene,0,0,borrowed,"USDA FoodData Central, SR Legacy"
177,"Air teh kemasan, minuman bersoda/mengandung CO2",thiamin,0,0,borrowed,"USDA FoodData Central, SR Legacy"
177,"Air teh kemasan, minuman bersoda/mengandung CO2",riboflavin,0,0,borrowed,"USDA FoodData Central, SR Legacy"
177,"Air teh kemasan, minuman bersoda/mengandung CO2",niacin,0,0.005,borrowed,"USDA FoodData Central, SR Legacy"
177,"Air teh kemasan, minuman bersoda/mengandung CO2",vitamin_c,0,0,borrowed,"USDA FoodData Central, SR Legacy"
177,"Air teh kemasan, minuman bersoda/mengandung CO2",calcium,2,2.333333333333333,borrowed,"USDA FoodData Central, SR Legacy"
177,"Air teh kemasan, minuman bersoda/mengandung CO2",copper,,0.004333333333333334,borrowed,"USDA FoodData Central, SR Legacy"
177,"Air teh kemasan, minuman bersoda/mengandung CO2",iron,0,0.01333333333333333,borrowed,"USDA FoodData Central, SR Legacy"
177,"Air teh kemasan, minuman bersoda/mengandung CO2",phosphorus,,3.333333333333333,borrowed,"USDA FoodData Central, SR Legacy"
177,"Air teh kemasan, minuman bersoda/mengandung CO2",potassium,,6.666666666666667,borrowed,"USDA FoodData Central, SR Legacy"
177,"Air teh kemasan, minuman bersoda/mengandung CO2",sodium,,5.333333333333333,borrowed,"USDA FoodData Central, SR Legacy"
177,"Air teh kemasan, minuman bersoda/mengandung CO2",zinc,0,0.03666666666666666,borrowed,"USDA FoodData Central, SR Legacy"
177,"Air teh kemasan, minuman bersoda/mengandung CO2",bdd,100,100,borrowed,none
178,"Sari buah kemasan, minuman kesehatan, minuman berenergi",dha_epa,0,0,zero_by_biology,none
178,"Sari buah kemasan, minuman kesehatan, minuman berenergi",beta_carotene,,0,borrowed,"USDA FoodData Central, SR Legacy"
178,"Sari buah kemasan, minuman kesehatan, minuman berenergi",copper,,0.0065,borrowed,"USDA FoodData Central, SR Legacy"
179,"Minuman jadi (kopi, kopi susu, teh, susu coklat, dsb)",dha_epa,0,0,zero_by_biology,none
179,"Minuman jadi (kopi, kopi susu, teh, susu coklat, dsb)",copper,,0.0335,borrowed,"USDA FoodData Central, SR Legacy"
179,"Minuman jadi (kopi, kopi susu, teh, susu coklat, dsb)",zinc,,0.335,borrowed,"USDA FoodData Central, SR Legacy"
180,Es krim,dha_epa,0,0,zero_by_biology,none
181,Es lainnya,energy,,79.20000000000002,recipe,"TKPI 2020 raw ingredients (with water), share-weighted (sheet Recipes)"
181,Es lainnya,protein,,2.076,recipe,"TKPI 2020 raw ingredients (with water), share-weighted (sheet Recipes)"
181,Es lainnya,fat,,1.753,recipe,"TKPI 2020 raw ingredients (with water), share-weighted (sheet Recipes)"
181,Es lainnya,dha_epa,,0,zero_by_biology,none
181,Es lainnya,carbohydrate,,14.362,recipe,"TKPI 2020 raw ingredients (with water), share-weighted (sheet Recipes)"
181,Es lainnya,fiber,,0.7410000000000001,recipe,"TKPI 2020 raw ingredients (with water), share-weighted (sheet Recipes)"
181,Es lainnya,ash,,0.6670000000000001,recipe,"TKPI 2020 raw ingredients (with water), share-weighted (sheet Recipes)"
181,Es lainnya,retinol,,13.95,recipe,"TKPI 2020 raw ingredients (with water), share-weighted (sheet Recipes)"
181,Es lainnya,beta_carotene,,45.48999999999999,recipe,"TKPI 2020 raw ingredients (with water), share-weighted (sheet Recipes)"
181,Es lainnya,thiamin,,0.0325,recipe,"TKPI 2020 raw ingredients (with water), share-weighted (sheet Recipes)"
181,Es lainnya,riboflavin,,0.0656,recipe,"TKPI 2020 raw ingredients (with water), share-weighted (sheet Recipes)"
181,Es lainnya,niacin,,0.3460000000000001,recipe,"TKPI 2020 raw ingredients (with water), share-weighted (sheet Recipes)"
181,Es lainnya,vitamin_c,,4.39,recipe,"TKPI 2020 raw ingredients (with water), share-weighted (sheet Recipes)"
181,Es lainnya,calcium,,46.2742,recipe,"TKPI 2020 raw ingredients (with water), share-weighted (sheet Recipes)"
181,Es lainnya,copper,,12.4136,recipe,"TKPI 2020 raw ingredients (with water), share-weighted (sheet Recipes)"
181,Es lainnya,iron,,0.6510000000000001,recipe,"TKPI 2020 raw ingredients (with water), share-weighted (sheet Recipes)"
181,Es lainnya,phosphorus,,42.53000000000001,recipe,"TKPI 2020 raw ingredients (with water), share-weighted (sheet Recipes)"
181,Es lainnya,potassium,,195.697,recipe,"TKPI 2020 raw ingredients (with water), share-weighted (sheet Recipes)"
181,Es lainnya,sodium,,18.37,recipe,"TKPI 2020 raw ingredients (with water), share-weighted (sheet Recipes)"
181,Es lainnya,zinc,,0.42,recipe,"TKPI 2020 raw ingredients (with water), share-weighted (sheet Recipes)"
181,Es lainnya,bdd,,83.60000000000001,recipe,"TKPI 2020 raw ingredients (with water), share-weighted (sheet Recipes)"
182,Minuman keras,energy,,169,recipe,"TKPI 2020 raw ingredients (with USDA entries), share-weighted (sheet Recipes)"
182,Minuman keras,protein,,0.23,recipe,"TKPI 2020 raw ingredients (with USDA entries), share-weighted (sheet Recipes)"
182,Minuman keras,fat,,0,recipe,"TKPI 2020 raw ingredients (with USDA entries), share-weighted (sheet Recipes)"
