susenas_code,susenas_item,nutrient,value_before,value_after,method,source_table
182,Minuman keras,dha_epa,,0,zero_by_biology,none
182,Minuman keras,carbohydrate,,1.775,recipe,"TKPI 2020 raw ingredients (with USDA entries), share-weighted (sheet Recipes)"
182,Minuman keras,fiber,,0,recipe,"TKPI 2020 raw ingredients (with USDA entries), share-weighted (sheet Recipes)"
182,Minuman keras,ash,,0.085,recipe,"TKPI 2020 raw ingredients (with USDA entries), share-weighted (sheet Recipes)"
182,Minuman keras,retinol,,0,recipe,"TKPI 2020 raw ingredients (with USDA entries), share-weighted (sheet Recipes)"
182,Minuman keras,beta_carotene,,0,recipe,"TKPI 2020 raw ingredients (with USDA entries), share-weighted (sheet Recipes)"
182,Minuman keras,thiamin,,0.0055,recipe,"TKPI 2020 raw ingredients (with USDA entries), share-weighted (sheet Recipes)"
182,Minuman keras,riboflavin,,0.0145,recipe,"TKPI 2020 raw ingredients (with USDA entries), share-weighted (sheet Recipes)"
182,Minuman keras,niacin,,0.263,recipe,"TKPI 2020 raw ingredients (with USDA entries), share-weighted (sheet Recipes)"
182,Minuman keras,vitamin_c,,0,recipe,"TKPI 2020 raw ingredients (with USDA entries), share-weighted (sheet Recipes)"
182,Minuman keras,calcium,,2,recipe,"TKPI 2020 raw ingredients (with USDA entries), share-weighted (sheet Recipes)"
182,Minuman keras,copper,,0.013,recipe,"TKPI 2020 raw ingredients (with USDA entries), share-weighted (sheet Recipes)"
182,Minuman keras,iron,,0.03,recipe,"TKPI 2020 raw ingredients (with USDA entries), share-weighted (sheet Recipes)"
182,Minuman keras,phosphorus,,9,recipe,"TKPI 2020 raw ingredients (with USDA entries), share-weighted (sheet Recipes)"
182,Minuman keras,potassium,,14.5,recipe,"TKPI 2020 raw ingredients (with USDA entries), share-weighted (sheet Recipes)"
182,Minuman keras,sodium,,2.5,recipe,"TKPI 2020 raw ingredients (with USDA entries), share-weighted (sheet Recipes)"
182,Minuman keras,zinc,,0.025,recipe,"TKPI 2020 raw ingredients (with USDA entries), share-weighted (sheet Recipes)"
182,Minuman keras,bdd,,100,recipe,"TKPI 2020 raw ingredients (with USDA entries), share-weighted (sheet Recipes)"
