year,province,district,fish_group,species,sector,volume_ton,value_rp_million,price_rp_kg
2020,MALUKU UTARA,KOTA TERNATE,SUNGLIR,SUNGLIR,LAUT,23.91,482,20153
2020,MALUKU UTARA,PULAU MOROTAI,KUWE,KUWE SIRIP BIRU,LAUT,23.71,593,25000
2020,MALUKU UTARA,HALMAHERA BARAT,JULUNG-JULUNG,CENDRO,LAUT,22.44,337,15000
2020,MALUKU UTARA,KOTA TIDORE KEPULAUAN,KACI-KACI,KAKAP PUTIH,LAUT,19.71,394,20000
2020,MALUKU UTARA,KOTA TIDORE KEPULAUAN,TENGGIRI,TENGGIRI PAPAN,LAUT,18.4,368,20000
2020,MALUKU UTARA,KOTA TERNATE,BAWAL,BAWAL HITAM,LAUT,17.62,529,30000
2020,MALUKU UTARA,HALMAHERA BARAT,KAKAP,KAKAP PUTIH; BARAMUNDI,LAUT,16.06,321,20000
2020,MALUKU UTARA,HALMAHERA BARAT,KERAPU,KERAPU BATU,LAUT,15.83,396,25000
2020,MALUKU UTARA,KOTA TERNATE,SELAR,SELAR KUNING,LAUT,14.45,351,24263
2020,MALUKU UTARA,KOTA TERNATE,LEMURU,TEMBANG,LAUT,13.99,149,10669
2020,MALUKU UTARA,KOTA TERNATE,KAKATUA,KAKATUA,LAUT,13.43,403,30000
2020,MALUKU UTARA,HALMAHERA SELATAN,EKOR KUNING,LOLOSI PAPAN,LAUT,10.77,264,24530
2020,MALUKU UTARA,HALMAHERA SELATAN,BARONANG,BARONANG KUNYIT,LAUT,9.73,238,24413
2020,MALUKU UTARA,HALMAHERA SELATAN,BIJI NANGKA,BIJI NANGKA KARANG,LAUT,7.45,171,22987
2020,MALUKU UTARA,KOTA TIDORE KEPULAUAN,KAKATUA,KAKATUA,LAUT,6.87,137,20000
2020,MALUKU UTARA,HALMAHERA SELATAN,TONGKOL,TONGKOL BANYAR,LAUT,6.44,161,25000
2020,MALUKU UTARA,KOTA TIDORE KEPULAUAN,LAYANG,LAYANG LIDI; LAYAR DELES,LAUT,6.08,91,15000
2020,MALUKU UTARA,HALMAHERA SELATAN,BAYEMAN,KAKAKTUA PUTIH,LAUT,5.71,57,10000
2020,MALUKU UTARA,KOTA TIDORE KEPULAUAN,TONGKOL,TONGKOL ABU-ABU,LAUT,5.52,138,25000
2020,MALUKU UTARA,KOTA TERNATE,SWANGGI,SWANGGI,LAUT,4.86,194,40000
2020,MALUKU UTARA,KOTA TERNATE,TENGGIRI,TENGGIRI,LAUT,4.67,93,20000
2020,MALUKU UTARA,HALMAHERA SELATAN,BAWAL,BAWAL HITAM,LAUT,4.49,98,21752
2020,MALUKU UTARA,KOTA TERNATE,BARONANG,BARONANG HITAM,LAUT,4.05,121,30000
2020,MALUKU UTARA,HALMAHERA TENGAH,EKOR KUNING,LOLOSI PAPAN,LAUT,3.73,79,21252
2020,MALUKU UTARA,KOTA TIDORE KEPULAUAN,BAYEMAN,KAKAKTUA PUTIH,LAUT,3.55,77,21789
2020,MALUKU UTARA,HALMAHERA SELATAN,KAKAP,KAKAP,LAUT,2.56,69,26916
2020,MALUKU UTARA,HALMAHERA SELATAN,KAKAP,KAKAP BATU,LAUT,2.29,57,25000
2020,MALUKU UTARA,HALMAHERA SELATAN,KERAPU,KERAPU LUMPUR,LAUT,2.13,59,27887
2020,MALUKU UTARA,HALMAHERA UTARA,SELAR,SELAR HIJAU,LAUT,1.92,23,12000
2020,MALUKU UTARA,HALMAHERA SELATAN,KERAPU,KERAPU BEBEK; KERAPU TIKUS,LAUT,1.9,61,32237
2020,MALUKU UTARA,KOTA TERNATE,LAYUR,CENDRO,LAUT,1.86,22,12000
2020,MALUKU UTARA,HALMAHERA UTARA,KAKAP,PINJALO,LAUT,1.63,41,25000
2020,MALUKU UTARA,KOTA TIDORE KEPULAUAN,SELAR,SELAR KUNING,LAUT,1.44,22,15000
2020,MALUKU UTARA,HALMAHERA SELATAN,KEMBUNG,KEMBUNG,LAUT,1.08,11,10000
2020,MALUKU UTARA,HALMAHERA UTARA,KURISI,KURISI,LAUT,0.82,20,25000
2020,MALUKU UTARA,KOTA TIDORE KEPULAUAN,KUWE,KUWE SIRIP BIRU,LAUT,0.7,17,25000
2020,MALUKU UTARA,KOTA TIDORE KEPULAUAN,KAKATUA,KAKATUA BIRU,LAUT,0.61,15,25000
2020,MALUKU UTARA,KOTA TERNATE,PISANG-PISANG,PISANG-PISANG,LAUT,0.53,13,25000
2020,MALUKU UTARA,KOTA TIDORE KEPULAUAN,SELAR,TETENGKEK,LAUT,0.39,8,20000
2020,MALUKU UTARA,KOTA TIDORE KEPULAUAN,SELAR,SELAR HIJAU,LAUT,0.1,2,20000
