aqua,hh_id,hh_id_data_link,iron_standardized_weekly_member_total,zinc_standardized_weekly_member_total,niacin_standardized_weekly_member_total,edible_weekly_member_total
nonaquatic,77260,311654,0.45373897136632435,0.5646084857142859,0.5811722071050639,4295.455555555555
nonaquatic,77325,312718,0.7207715312791786,0.8426080879120881,8.298346712018141,5499.216666666667
nonaquatic,77347,312692,0.44140503201280523,0.45957633000333004,0.580084059987631,3644.944444444444
nonaquatic,77352,311860,0.6651008253192753,0.6262776101652733,0.740891240356646,4530.005128205128
nonaquatic,77356,311606,0.9775154108528963,1.0084216875843455,1.1354406089900926,7462.579487179486
nonaquatic,77372,312448,0.6820910334967322,0.6329429604978358,0.6786908517573692,7401.3125
nonaquatic,77389,312274,0.503875470121382,0.3999065528205129,0.7387645048958973,5301.18
nonaquatic,77417,311244,0.3467193102277391,0.24091204896857535,0.5118342719443051,2917.0854700854698
nonaquatic,77549,314105,0.7772997129308145,0.8524609283430504,3.6687541217311477,6821.46525925926
nonaquatic,77564,314254,0.6310807297781496,0.588726334025173,0.5899854329272015,4259.121361416362
nonaquatic,77689,313511,0.8775148031950518,0.7669142991208794,1.094383450481346,15851.070833333333
nonaquatic,77770,309265,0.8244544667867147,0.9318530564435566,0.7455693027210879,5333.916666666667
nonaquatic,77772,313868,0.864535828780821,0.8461778404052088,0.8955891955478102,6386.780626780627
nonaquatic,78109,309782,0.5877091093088372,1.0262297155067157,0.47357616477437864,4693.344444444444
nonaquatic,78157,313692,0.7003848707871343,0.6439479829268621,0.8670978756102387,14935.71061050061
nonaquatic,78164,310026,0.45101103668009646,0.516978027838828,0.4808610379831803,4766.446666666667
nonaquatic,78345,313512,1.0549235728399888,0.8405239826839828,1.231316183126741,27913
nonaquatic,78347,313388,0.5053836848426162,0.5559451028148995,0.6694461538243671,11725.177333333333
nonaquatic,78369,313368,0.9504309441828762,0.8541544217687076,1.2132244279127526,24580
nonaquatic,78446,313135,0.5565716075319018,0.5400807669219668,1.0081423605098594,4001.8777777777777
nonaquatic,78531,310247,0.6075700868026193,0.5714226354272294,0.6956102963974249,36508.12792022792
nonaquatic,78575,313429,0.4562278867102397,0.42522979043179043,0.6214789472960895,3538.9388888888893
nonaquatic,78869,312555,0.5488872675736963,0.5198191115646259,0.7536627880849301,8452.166666666666
nonaquatic,78996,310699,0.3003248015873017,0.33484663064713066,0.4310547052154192,3959.4166666666665
nonaquatic,79000,313344,1.7347441799715326,1.177448373858047,1.554874853225179,32818.13166666667
nonaquatic,79213,309618,0.8593978214924769,0.7505416148225675,1.024659415885583,43792.20899470899
nonaquatic,79485,312596,0.3398817304699659,0.2850260317460317,0.38772161753590284,5776.1
nonaquatic,79514,309391,0.5902978174603177,0.6048996245421245,2.212747718253967,4594.1416666666655
nonaquatic,79517,309890,0.4963208776844073,0.35608904029304034,0.4780387981859403,2961.3733333333334
nonaquatic,79551,309629,0.3500428015650705,0.39171380708180714,0.4266180177626603,2807.577777777778
nonaquatic,79663,312026,0.5838986928104575,0.40879238095238113,0.7077301587301585,6086.5
nonaquatic,79685,309163,0.43530751633986947,0.47514846007326,0.589744614512471,3577.1133333333337
nonaquatic,79709,312813,0.385142670401494,0.419548424908425,1.0944097505668928,5895.276190476191
nonaquatic,79820,312422,0.7861392963151973,0.5950269950130073,0.7529853777561955,7837.972136752137
nonaquatic,79956,312330,0.46439717392347923,0.50192486443715,0.7133909134422068,7551.514814814816
nonaquatic,80098,311106,0.32578719991700394,0.27899058282458283,0.3787052595112114,11031.25925925926
nonaquatic,80134,310286,0.5595949929986588,0.4540287148255254,0.6627315999341841,5189.227521367521
nonaquatic,80260,313736,0.9517192874935136,0.8730807085431577,1.1062712367230227,13904.314285714285
nonaquatic,80262,312245,0.5930888651992889,0.589561685850714,0.8594565347222959,5767.482142857143
nonaquatic,80371,309440,0.3878402306255837,0.4626278615384615,0.5065450056689336,3924.0499999999993
nonaquatic,80452,313513,0.6413181068348927,0.5109150038015319,0.6956012766888388,11981.814
nonaquatic,80457,311173,0.8024101887360052,0.7769501218623482,2.2853511580797106,11081.65547008547
nonaquatic,80463,313758,0.8608420522552697,0.7659966775054707,0.9709651393007935,7748.322663817664
nonaquatic,80522,309581,0.588329556854111,0.7007196033131449,0.8798789817033713,4767.734757834756
nonaquatic,80525,310307,0.7974474168618442,0.6755574110282575,0.9818851682150013,8214.537499999999
nonaquatic,80805,311122,0.661277621208709,0.7597298804814238,3.2552778266383724,5511.913333333334
nonaquatic,80829,310745,0.37627923717597184,0.3516035305075878,0.4725075718380995,4099.154285714285
nonaquatic,80935,311165,0.5998154095810229,0.5611170917895939,0.9547703086377453,4434.414424094424
nonaquatic,80969,314056,1.1073194949408336,0.9339349438792502,4.241933460726589,21309.88095238095
nonaquatic,80988,311772,0.8704281045751633,0.9194966666666671,5.0244718022057295,8118.25
nonaquatic,81054,312643,0.9446752856411608,1.6539480854321125,1.8221020911075432,7148.043803418803
