fish_name,species_group,scientific_name_group,city,2020,habitat,method,food_prep,sciname,taxonomic_level,species,genus,family,order,class,phylum,kingdom,VitaminA,Thiamin,Riboflavin,Niacin,VitaminB6,Folate,VitaminB12,VitaminC,VitaminD,VitaminE,Calcium,Chromium,Copper,Iodine,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Sodium,Zinc,Protein,Leucine,Lysine,Methionine,Phenylalanine,Threonine,Tryptophan,Valine,ALA,DHAEPA
Ekor kuning,Fusilier,Caesio,Halmahera Barat,0.089,Marine,Capture,Raw,caesio cuning,,caesio cuning,caesio,caesionidae,eupercaria,actinopterygii,chordata,animalia,7,0.120645161290323,0.07,8.01333333333333,0.2,3,4.4,0,2,0.1,51,0,0.0688,27.8533333333333,0.5,36,0.01,290,510,60.0512278481013,48,1.39833333333333,20.2,1389.83306095238,1946.872204,506.032877547619,731.365455095238,815.941941473684,172.076454545455,969.389430047619,0.009,0.263
Ekor kuning,Fusilier,Caesio,Halmahera Tengah,0.129,Marine,Capture,Raw,caesio cuning,,caesio cuning,caesio,caesionidae,eupercaria,actinopterygii,chordata,animalia,7,0.120645161290323,0.07,8.01333333333333,0.2,3,4.4,0,2,0.1,51,0,0.0688,27.8533333333333,0.5,36,0.01,290,510,60.0512278481013,48,1.39833333333333,20.2,1389.83306095238,1946.872204,506.032877547619,731.365455095238,815.941941473684,172.076454545455,969.389430047619,0.009,0.263
Ekor kuning,Fusilier,Caesio,Kepulauan Sula,0.053,Marine,Capture,Raw,caesio cuning,,caesio cuning,caesio,caesionidae,eupercaria,actinopterygii,chordata,animalia,7,0.120645161290323,0.07,8.01333333333333,0.2,3,4.4,0,2,0.1,51,0,0.0688,27.8533333333333,0.5,36,0.01,290,510,60.0512278481013,48,1.39833333333333,20.2,1389.83306095238,1946.872204,506.032877547619,731.365455095238,815.941941473684,172.076454545455,969.389430047619,0.009,0.263
Ekor kuning,Fusilier,Caesio,Halmahera Selatan,0.06,Marine,Capture,Raw,caesio cuning,,caesio cuning,caesio,caesionidae,eupercaria,actinopterygii,chordata,animalia,7,0.120645161290323,0.07,8.01333333333333,0.2,3,4.4,0,2,0.1,51,0,0.0688,27.8533333333333,0.5,36,0.01,290,510,60.0512278481013,48,1.39833333333333,20.2,1389.83306095238,1946.872204,506.032877547619,731.365455095238,815.941941473684,172.076454545455,969.389430047619,0.009,0.263
Ekor kuning,Fusilier,Caesio,Halmahera Utara,0.121,Marine,Capture,Raw,caesio cuning,,caesio cuning,caesio,caesionidae,eupercaria,actinopterygii,chordata,animalia,7,0.120645161290323,0.07,8.01333333333333,0.2,3,4.4,0,2,0.1,51,0,0.0688,27.8533333333333,0.5,36,0.01,290,510,60.0512278481013,48,1.39833333333333,20.2,1389.83306095238,1946.872204,506.032877547619,731.365455095238,815.941941473684,172.076454545455,969.389430047619,0.009,0.263
Ekor kuning,Fusilier,Caesio,Halmahera Timur,0.036,Marine,Capture,Raw,caesio cuning,,caesio cuning,caesio,caesionidae,eupercaria,actinopterygii,chordata,animalia,7,0.120645161290323,0.07,8.01333333333333,0.2,3,4.4,0,2,0.1,51,0,0.0688,27.8533333333333,0.5,36,0.01,290,510,60.0512278481013,48,1.39833333333333,20.2,1389.83306095238,1946.872204,506.032877547619,731.365455095238,815.941941473684,172.076454545455,969.389430047619,0.009,0.263
Ekor kuning,Fusilier,Caesio,Pulau Morotai,0.093,Marine,Capture,Raw,caesio cuning,,caesio cuning,caesio,caesionidae,eupercaria,actinopterygii,chordata,animalia,7,0.120645161290323,0.07,8.01333333333333,0.2,3,4.4,0,2,0.1,51,0,0.0688,27.8533333333333,0.5,36,0.01,290,510,60.0512278481013,48,1.39833333333333,20.2,1389.83306095238,1946.872204,506.032877547619,731.365455095238,815.941941473684,172.076454545455,969.389430047619,0.009,0.263
Ekor kuning,Fusilier,Caesio,Pulau Taliabu,0.07,Marine,Capture,Raw,caesio cuning,,caesio cuning,caesio,caesionidae,eupercaria,actinopterygii,chordata,animalia,7,0.120645161290323,0.07,8.01333333333333,0.2,3,4.4,0,2,0.1,51,0,0.0688,27.8533333333333,0.5,36,0.01,290,510,60.0512278481013,48,1.39833333333333,20.2,1389.83306095238,1946.872204,506.032877547619,731.365455095238,815.941941473684,172.076454545455,969.389430047619,0.009,0.263
Ekor kuning,Fusilier,Caesio,Kota Ternate,0.07,Marine,Capture,Raw,caesio cuning,,caesio cuning,caesio,caesionidae,eupercaria,actinopterygii,chordata,animalia,7,0.120645161290323,0.07,8.01333333333333,0.2,3,4.4,0,2,0.1,51,0,0.0688,27.8533333333333,0.5,36,0.01,290,510,60.0512278481013,48,1.39833333333333,20.2,1389.83306095238,1946.872204,506.032877547619,731.365455095238,815.941941473684,172.076454545455,969.389430047619,0.009,0.263
Ekor kuning,Fusilier,Caesio,Kota Tidore Kepulauan,0.067,Marine,Capture,Raw,caesio cuning,,caesio cuning,caesio,caesionidae,eupercaria,actinopterygii,chordata,animalia,7,0.120645161290323,0.07,8.01333333333333,0.2,3,4.4,0,2,0.1,51,0,0.0688,27.8533333333333,0.5,36,0.01,290,510,60.0512278481013,48,1.39833333333333,20.2,1389.83306095238,1946.872204,506.032877547619,731.365455095238,815.941941473684,172.076454545455,969.389430047619,0.009,0.263
"Tongkol, tuna, cakalang, dencis, ikan kayu",Tuna/skipjack,Thunnus/Katsuwonus,Halmahera Barat,0.224,Marine,Capture,Raw,actinopterygii,gigaclass,,,,,actinopterygii,chordata,animalia,21.70558509590767,0.102318982742961,0.1052796594737323,12.709651162790687,0.6449274809160306,7.90759820426487,2.54992671394799,0.8141050903119883,5.29750972762646,0.8433665468975473,23.382333040265067,29.850663017031632,0.09963663935863273,31.116483977807334,1.88320785285954,35.64866426363677,40.64696166432913,264.26713222475166,376.2574992013263,62.82849471576226,88.17117952960244,1.5102346186079556,21.822661916465666,1780.37318385391,1945.53708468254,614.7572124979797,887.3151105229167,988.1299308231706,261.8218688888887,1140.4018579944443,0.053157196071829435,0.41216794237614235
"Tongkol, tuna, cakalang, dencis, ikan kayu",Tuna/skipjack,Thunnus/Katsuwonus,Halmahera Tengah,0.262,Marine,Capture,Raw,actinopterygii,gigaclass,,,,,actinopterygii,chordata,animalia,21.70558509590767,0.102318982742961,0.1052796594737323,12.709651162790687,0.6449274809160306,7.90759820426487,2.54992671394799,0.8141050903119883,5.29750972762646,0.8433665468975473,23.382333040265067,29.850663017031632,0.09963663935863273,31.116483977807334,1.88320785285954,35.64866426363677,40.64696166432913,264.26713222475166,376.2574992013263,62.82849471576226,88.17117952960244,1.5102346186079556,21.822661916465666,1780.37318385391,1945.53708468254,614.7572124979797,887.3151105229167,988.1299308231706,261.8218688888887,1140.4018579944443,0.053157196071829435,0.41216794237614235
"Tongkol, tuna, cakalang, dencis, ikan kayu",Tuna/skipjack,Thunnus/Katsuwonus,Kepulauan Sula,0.252,Marine,Capture,Raw,actinopterygii,gigaclass,,,,,actinopterygii,chordata,animalia,21.70558509590767,0.102318982742961,0.1052796594737323,12.709651162790687,0.6449274809160306,7.90759820426487,2.54992671394799,0.8141050903119883,5.29750972762646,0.8433665468975473,23.382333040265067,29.850663017031632,0.09963663935863273,31.116483977807334,1.88320785285954,35.64866426363677,40.64696166432913,264.26713222475166,376.2574992013263,62.82849471576226,88.17117952960244,1.5102346186079556,21.822661916465666,1780.37318385391,1945.53708468254,614.7572124979797,887.3151105229167,988.1299308231706,261.8218688888887,1140.4018579944443,0.053157196071829435,0.41216794237614235
"Tongkol, tuna, cakalang, dencis, ikan kayu",Tuna/skipjack,Thunnus/Katsuwonus,Halmahera Selatan,0.262,Marine,Capture,Raw,actinopterygii,gigaclass,,,,,actinopterygii,chordata,animalia,21.70558509590767,0.102318982742961,0.1052796594737323,12.709651162790687,0.6449274809160306,7.90759820426487,2.54992671394799,0.8141050903119883,5.29750972762646,0.8433665468975473,23.382333040265067,29.850663017031632,0.09963663935863273,31.116483977807334,1.88320785285954,35.64866426363677,40.64696166432913,264.26713222475166,376.2574992013263,62.82849471576226,88.17117952960244,1.5102346186079556,21.822661916465666,1780.37318385391,1945.53708468254,614.7572124979797,887.3151105229167,988.1299308231706,261.8218688888887,1140.4018579944443,0.053157196071829435,0.41216794237614235
"Tongkol, tuna, cakalang, dencis, ikan kayu",Tuna/skipjack,Thunnus/Katsuwonus,Halmahera Utara,0.248,Marine,Capture,Raw,actinopterygii,gigaclass,,,,,actinopterygii,chordata,animalia,21.70558509590767,0.102318982742961,0.1052796594737323,12.709651162790687,0.6449274809160306,7.90759820426487,2.54992671394799,0.8141050903119883,5.29750972762646,0.8433665468975473,23.382333040265067,29.850663017031632,0.09963663935863273,31.116483977807334,1.88320785285954,35.64866426363677,40.64696166432913,264.26713222475166,376.2574992013263,62.82849471576226,88.17117952960244,1.5102346186079556,21.822661916465666,1780.37318385391,1945.53708468254,614.7572124979797,887.3151105229167,988.1299308231706,261.8218688888887,1140.4018579944443,0.053157196071829435,0.41216794237614235
"Tongkol, tuna, cakalang, dencis, ikan kayu",Tuna/skipjack,Thunnus/Katsuwonus,Halmahera Timur,0.256,Marine,Capture,Raw,actinopterygii,gigaclass,,,,,actinopterygii,chordata,animalia,21.70558509590767,0.102318982742961,0.1052796594737323,12.709651162790687,0.6449274809160306,7.90759820426487,2.54992671394799,0.8141050903119883,5.29750972762646,0.8433665468975473,23.382333040265067,29.850663017031632,0.09963663935863273,31.116483977807334,1.88320785285954,35.64866426363677,40.64696166432913,264.26713222475166,376.2574992013263,62.82849471576226,88.17117952960244,1.5102346186079556,21.822661916465666,1780.37318385391,1945.53708468254,614.7572124979797,887.3151105229167,988.1299308231706,261.8218688888887,1140.4018579944443,0.053157196071829435,0.41216794237614235
"Tongkol, tuna, cakalang, dencis, ikan kayu",Tuna/skipjack,Thunnus/Katsuwonus,Pulau Morotai,0.187,Marine,Capture,Raw,actinopterygii,gigaclass,,,,,actinopterygii,chordata,animalia,21.70558509590767,0.102318982742961,0.1052796594737323,12.709651162790687,0.6449274809160306,7.90759820426487,2.54992671394799,0.8141050903119883,5.29750972762646,0.8433665468975473,23.382333040265067,29.850663017031632,0.09963663935863273,31.116483977807334,1.88320785285954,35.64866426363677,40.64696166432913,264.26713222475166,376.2574992013263,62.82849471576226,88.17117952960244,1.5102346186079556,21.822661916465666,1780.37318385391,1945.53708468254,614.7572124979797,887.3151105229167,988.1299308231706,261.8218688888887,1140.4018579944443,0.053157196071829435,0.41216794237614235
"Tongkol, tuna, cakalang, dencis, ikan kayu",Tuna/skipjack,Thunnus/Katsuwonus,Pulau Taliabu,0.267,Marine,Capture,Raw,actinopterygii,gigaclass,,,,,actinopterygii,chordata,animalia,21.70558509590767,0.102318982742961,0.1052796594737323,12.709651162790687,0.6449274809160306,7.90759820426487,2.54992671394799,0.8141050903119883,5.29750972762646,0.8433665468975473,23.382333040265067,29.850663017031632,0.09963663935863273,31.116483977807334,1.88320785285954,35.64866426363677,40.64696166432913,264.26713222475166,376.2574992013263,62.82849471576226,88.17117952960244,1.5102346186079556,21.822661916465666,1780.37318385391,1945.53708468254,614.7572124979797,887.3151105229167,988.1299308231706,261.8218688888887,1140.4018579944443,0.053157196071829435,0.41216794237614235
"Tongkol, tuna, cakalang, dencis, ikan kayu",Tuna/skipjack,Thunnus/Katsuwonus,Kota Ternate,0.279,Marine,Capture,Raw,actinopterygii,gigaclass,,,,,actinopterygii,chordata,animalia,21.70558509590767,0.102318982742961,0.1052796594737323,12.709651162790687,0.6449274809160306,7.90759820426487,2.54992671394799,0.8141050903119883,5.29750972762646,0.8433665468975473,23.382333040265067,29.850663017031632,0.09963663935863273,31.116483977807334,1.88320785285954,35.64866426363677,40.64696166432913,264.26713222475166,376.2574992013263,62.82849471576226,88.17117952960244,1.5102346186079556,21.822661916465666,1780.37318385391,1945.53708468254,614.7572124979797,887.3151105229167,988.1299308231706,261.8218688888887,1140.4018579944443,0.053157196071829435,0.41216794237614235
"Tongkol, tuna, cakalang, dencis, ikan kayu",Tuna/skipjack,Thunnus/Katsuwonus,Kota Tidore Kepulauan,0.224,Marine,Capture,Raw,actinopterygii,gigaclass,,,,,actinopterygii,chordata,animalia,21.70558509590767,0.102318982742961,0.1052796594737323,12.709651162790687,0.6449274809160306,7.90759820426487,2.54992671394799,0.8141050903119883,5.29750972762646,0.8433665468975473,23.382333040265067,29.850663017031632,0.09963663935863273,31.116483977807334,1.88320785285954,35.64866426363677,40.64696166432913,264.26713222475166,376.2574992013263,62.82849471576226,88.17117952960244,1.5102346186079556,21.822661916465666,1780.37318385391,1945.53708468254,614.7572124979797,887.3151105229167,988.1299308231706,261.8218688888887,1140.4018579944443,0.053157196071829435,0.41216794237614235
Tenggiri,Spanish mackerel,Scomberomorus,Halmahera Barat,0.009,Marine,Capture,Raw,scomberomorus,genus,,scomberomorus,scombridae,scombriformes,actinopterygii,chordata,animalia,6,0.0775,0.164,12,0.276,7.5,6.18333333333333,0,3.5,0.2775,18.9775,30.75,0.0677,0,0.905740833333333,32.438,63.015,233.657142857143,335.755,70.0373333333333,58.9285714285714,0.960166923076923,20.44,1578,1246,579,843,936,215.5,920,0.0314825,0.796046
Tenggiri,Spanish mackerel,Scomberomorus,Halmahera Tengah,0.02,Marine,Capture,Raw,scomberomorus,genus,,scomberomorus,scombridae,scombriformes,actinopterygii,chordata,animalia,6,0.0775,0.164,12,0.276,7.5,6.18333333333333,0,3.5,0.2775,18.9775,30.75,0.0677,0,0.905740833333333,32.438,63.015,233.657142857143,335.755,70.0373333333333,58.9285714285714,0.960166923076923,20.44,1578,1246,579,843,936,215.5,920,0.0314825,0.796046
Tenggiri,Spanish mackerel,Scomberomorus,Kepulauan Sula,0.018,Marine,Capture,Raw,scomberomorus,genus,,scomberomorus,scombridae,scombriformes,actinopterygii,chordata,animalia,6,0.0775,0.164,12,0.276,7.5,6.18333333333333,0,3.5,0.2775,18.9775,30.75,0.0677,0,0.905740833333333,32.438,63.015,233.657142857143,335.755,70.0373333333333,58.9285714285714,0.960166923076923,20.44,1578,1246,579,843,936,215.5,920,0.0314825,0.796046
Tenggiri,Spanish mackerel,Scomberomorus,Halmahera Selatan,0.001,Marine,Capture,Raw,scomberomorus,genus,,scomberomorus,scombridae,scombriformes,actinopterygii,chordata,animalia,6,0.0775,0.164,12,0.276,7.5,6.18333333333333,0,3.5,0.2775,18.9775,30.75,0.0677,0,0.905740833333333,32.438,63.015,233.657142857143,335.755,70.0373333333333,58.9285714285714,0.960166923076923,20.44,1578,1246,579,843,936,215.5,920,0.0314825,0.796046
Tenggiri,Spanish mackerel,Scomberomorus,Halmahera Utara,0.004,Marine,Capture,Raw,scomberomorus,genus,,scomberomorus,scombridae,scombriformes,actinopterygii,chordata,animalia,6,0.0775,0.164,12,0.276,7.5,6.18333333333333,0,3.5,0.2775,18.9775,30.75,0.0677,0,0.905740833333333,32.438,63.015,233.657142857143,335.755,70.0373333333333,58.9285714285714,0.960166923076923,20.44,1578,1246,579,843,936,215.5,920,0.0314825,0.796046
Tenggiri,Spanish mackerel,Scomberomorus,Halmahera Timur,0.009,Marine,Capture,Raw,scomberomorus,genus,,scomberomorus,scombridae,scombriformes,actinopterygii,chordata,animalia,6,0.0775,0.164,12,0.276,7.5,6.18333333333333,0,3.5,0.2775,18.9775,30.75,0.0677,0,0.905740833333333,32.438,63.015,233.657142857143,335.755,70.0373333333333,58.9285714285714,0.960166923076923,20.44,1578,1246,579,843,936,215.5,920,0.0314825,0.796046
Tenggiri,Spanish mackerel,Scomberomorus,Pulau Morotai,0.014,Marine,Capture,Raw,scomberomorus,genus,,scomberomorus,scombridae,scombriformes,actinopterygii,chordata,animalia,6,0.0775,0.164,12,0.276,7.5,6.18333333333333,0,3.5,0.2775,18.9775,30.75,0.0677,0,0.905740833333333,32.438,63.015,233.657142857143,335.755,70.0373333333333,58.9285714285714,0.960166923076923,20.44,1578,1246,579,843,936,215.5,920,0.0314825,0.796046
Tenggiri,Spanish mackerel,Scomberomorus,Pulau Taliabu,0.006,Marine,Capture,Raw,scomberomorus,genus,,scomberomorus,scombridae,scombriformes,actinopterygii,chordata,animalia,6,0.0775,0.164,12,0.276,7.5,6.18333333333333,0,3.5,0.2775,18.9775,30.75,0.0677,0,0.905740833333333,32.438,63.015,233.657142857143,335.755,70.0373333333333,58.9285714285714,0.960166923076923,20.44,1578,1246,579,843,936,215.5,920,0.0314825,0.796046
Tenggiri,Spanish mackerel,Scomberomorus,Kota Ternate,0.003,Marine,Capture,Raw,scomberomorus,genus,,scomberomorus,scombridae,scombriformes,actinopterygii,chordata,animalia,6,0.0775,0.164,12,0.276,7.5,6.18333333333333,0,3.5,0.2775,18.9775,30.75,0.0677,0,0.905740833333333,32.438,63.015,233.657142857143,335.755,70.0373333333333,58.9285714285714,0.960166923076923,20.44,1578,1246,579,843,936,215.5,920,0.0314825,0.796046
Tenggiri,Spanish mackerel,Scomberomorus,Kota Tidore Kepulauan,0.022,Marine,Capture,Raw,scomberomorus,genus,,scomberomorus,scombridae,scombriformes,actinopterygii,chordata,animalia,6,0.0775,0.164,12,0.276,7.5,6.18333333333333,0,3.5,0.2775,18.9775,30.75,0.0677,0,0.905740833333333,32.438,63.015,233.657142857143,335.755,70.0373333333333,58.9285714285714,0.960166923076923,20.44,1578,1246,579,843,936,215.5,920,0.0314825,0.796046
Selar,Trevally,Selar,Halmahera Barat,0.036,Marine,Capture,Raw,carangidae,family,,,carangidae,carangiformes,actinopterygii,chordata,animalia,12.8367346938776,0.123333333333333,0.168888888888889,8.27625,0.390555555555556,5.1578947368421,6.565,0.8,11.6764705882353,1.25291666666667,63.3907653061224,32.431475409836104,0.156499082568807,27.1428571428571,1.62772931506849,38.5849794871795,37.0064406779661,261.831895957447,374.516920930233,84.9104166666667,89.2663441860465,1.59244112244898,19.7339790325301,1470.04000777778,1713.73562555556,565.555463666667,782.336427333333,875.920044111111,237.125,982.032043333333,0.0461494444444444,1.06195148148148
Selar,Trevally,Selar,Halmahera Tengah,0.048,Marine,Capture,Raw,carangidae,family,,,carangidae,carangiformes,actinopterygii,chordata,animalia,12.8367346938776,0.123333333333333,0.168888888888889,8.27625,0.390555555555556,5.1578947368421,6.565,0.8,11.6764705882353,1.25291666666667,63.3907653061224,32.431475409836104,0.156499082568807,27.1428571428571,1.62772931506849,38.5849794871795,37.0064406779661,261.831895957447,374.516920930233,84.9104166666667,89.2663441860465,1.59244112244898,19.7339790325301,1470.04000777778,1713.73562555556,565.555463666667,782.336427333333,875.920044111111,237.125,982.032043333333,0.0461494444444444,1.06195148148148
Selar,Trevally,Selar,Kepulauan Sula,0.092,Marine,Capture,Raw,carangidae,family,,,carangidae,carangiformes,actinopterygii,chordata,animalia,12.8367346938776,0.123333333333333,0.168888888888889,8.27625,0.390555555555556,5.1578947368421,6.565,0.8,11.6764705882353,1.25291666666667,63.3907653061224,32.431475409836104,0.156499082568807,27.1428571428571,1.62772931506849,38.5849794871795,37.0064406779661,261.831895957447,374.516920930233,84.9104166666667,89.2663441860465,1.59244112244898,19.7339790325301,1470.04000777778,1713.73562555556,565.555463666667,782.336427333333,875.920044111111,237.125,982.032043333333,0.0461494444444444,1.06195148148148
Selar,Trevally,Selar,Halmahera Selatan,0.065,Marine,Capture,Raw,carangidae,family,,,carangidae,carangiformes,actinopterygii,chordata,animalia,12.8367346938776,0.123333333333333,0.168888888888889,8.27625,0.390555555555556,5.1578947368421,6.565,0.8,11.6764705882353,1.25291666666667,63.3907653061224,32.431475409836104,0.156499082568807,27.1428571428571,1.62772931506849,38.5849794871795,37.0064406779661,261.831895957447,374.516920930233,84.9104166666667,89.2663441860465,1.59244112244898,19.7339790325301,1470.04000777778,1713.73562555556,565.555463666667,782.336427333333,875.920044111111,237.125,982.032043333333,0.0461494444444444,1.06195148148148
Selar,Trevally,Selar,Halmahera Utara,0.043,Marine,Capture,Raw,carangidae,family,,,carangidae,carangiformes,actinopterygii,chordata,animalia,12.8367346938776,0.123333333333333,0.168888888888889,8.27625,0.390555555555556,5.1578947368421,6.565,0.8,11.6764705882353,1.25291666666667,63.3907653061224,32.431475409836104,0.156499082568807,27.1428571428571,1.62772931506849,38.5849794871795,37.0064406779661,261.831895957447,374.516920930233,84.9104166666667,89.2663441860465,1.59244112244898,19.7339790325301,1470.04000777778,1713.73562555556,565.555463666667,782.336427333333,875.920044111111,237.125,982.032043333333,0.0461494444444444,1.06195148148148
Selar,Trevally,Selar,Halmahera Timur,0.004,Marine,Capture,Raw,carangidae,family,,,carangidae,carangiformes,actinopterygii,chordata,animalia,12.8367346938776,0.123333333333333,0.168888888888889,8.27625,0.390555555555556,5.1578947368421,6.565,0.8,11.6764705882353,1.25291666666667,63.3907653061224,32.431475409836104,0.156499082568807,27.1428571428571,1.62772931506849,38.5849794871795,37.0064406779661,261.831895957447,374.516920930233,84.9104166666667,89.2663441860465,1.59244112244898,19.7339790325301,1470.04000777778,1713.73562555556,565.555463666667,782.336427333333,875.920044111111,237.125,982.032043333333,0.0461494444444444,1.06195148148148
Selar,Trevally,Selar,Pulau Morotai,0.035,Marine,Capture,Raw,carangidae,family,,,carangidae,carangiformes,actinopterygii,chordata,animalia,12.8367346938776,0.123333333333333,0.168888888888889,8.27625,0.390555555555556,5.1578947368421,6.565,0.8,11.6764705882353,1.25291666666667,63.3907653061224,32.431475409836104,0.156499082568807,27.1428571428571,1.62772931506849,38.5849794871795,37.0064406779661,261.831895957447,374.516920930233,84.9104166666667,89.2663441860465,1.59244112244898,19.7339790325301,1470.04000777778,1713.73562555556,565.555463666667,782.336427333333,875.920044111111,237.125,982.032043333333,0.0461494444444444,1.06195148148148
Selar,Trevally,Selar,Pulau Taliabu,0.062,Marine,Capture,Raw,carangidae,family,,,carangidae,carangiformes,actinopterygii,chordata,animalia,12.8367346938776,0.123333333333333,0.168888888888889,8.27625,0.390555555555556,5.1578947368421,6.565,0.8,11.6764705882353,1.25291666666667,63.3907653061224,32.431475409836104,0.156499082568807,27.1428571428571,1.62772931506849,38.5849794871795,37.0064406779661,261.831895957447,374.516920930233,84.9104166666667,89.2663441860465,1.59244112244898,19.7339790325301,1470.04000777778,1713.73562555556,565.555463666667,782.336427333333,875.920044111111,237.125,982.032043333333,0.0461494444444444,1.06195148148148
Selar,Trevally,Selar,Kota Ternate,0.056,Marine,Capture,Raw,carangidae,family,,,carangidae,carangiformes,actinopterygii,chordata,animalia,12.8367346938776,0.123333333333333,0.168888888888889,8.27625,0.390555555555556,5.1578947368421,6.565,0.8,11.6764705882353,1.25291666666667,63.3907653061224,32.431475409836104,0.156499082568807,27.1428571428571,1.62772931506849,38.5849794871795,37.0064406779661,261.831895957447,374.516920930233,84.9104166666667,89.2663441860465,1.59244112244898,19.7339790325301,1470.04000777778,1713.73562555556,565.555463666667,782.336427333333,875.920044111111,237.125,982.032043333333,0.0461494444444444,1.06195148148148
Selar,Trevally,Selar,Kota Tidore Kepulauan,0.069,Marine,Capture,Raw,carangidae,family,,,carangidae,carangiformes,actinopterygii,chordata,animalia,12.8367346938776,0.123333333333333,0.168888888888889,8.27625,0.390555555555556,5.1578947368421,6.565,0.8,11.6764705882353,1.25291666666667,63.3907653061224,32.431475409836104,0.156499082568807,27.1428571428571,1.62772931506849,38.5849794871795,37.0064406779661,261.831895957447,374.516920930233,84.9104166666667,89.2663441860465,1.59244112244898,19.7339790325301,1470.04000777778,1713.73562555556,565.555463666667,782.336427333333,875.920044111111,237.125,982.032043333333,0.0461494444444444,1.06195148148148
"Kembung, lema/tatare, banyar/banyara",Indian mackerel,Rastrelliger,Halmahera Barat,0.047,Marine,Capture,Raw,rastrelliger,genus,,rastrelliger,scombridae,scombriformes,actinopterygii,chordata,animalia,18.2156862745098,0.11918,0.176583333333333,14.4233333333333,0.634888888888889,8.59090909090909,5.69344,0.851333333333333,6.245,0.643391666666667,33.42,34.4285714285714,0.315698181818182,21.5521739130435,2.172634,36.5047512195122,63.14625,86.91,10.22,107.425,70.005,2.23716333333333,19.3580148428571,1550.86849,1792.1147,620.347395,809.897987,921.560518,251.625,1051.1442,0.0760736363636364,0.666836814814815
"Kembung, lema/tatare, banyar/banyara",Indian mackerel,Rastrelliger,Halmahera Tengah,0.101,Marine,Capture,Raw,rastrelliger,genus,,rastrelliger,scombridae,scombriformes,actinopterygii,chordata,animalia,18.2156862745098,0.11918,0.176583333333333,14.4233333333333,0.634888888888889,8.59090909090909,5.69344,0.851333333333333,6.245,0.643391666666667,33.42,34.4285714285714,0.315698181818182,21.5521739130435,2.172634,36.5047512195122,63.14625,86.91,10.22,107.425,70.005,2.23716333333333,19.3580148428571,1550.86849,1792.1147,620.347395,809.897987,921.560518,251.625,1051.1442,0.0760736363636364,0.666836814814815
"Kembung, lema/tatare, banyar/banyara",Indian mackerel,Rastrelliger,Kepulauan Sula,0.102,Marine,Capture,Raw,rastrelliger,genus,,rastrelliger,scombridae,scombriformes,actinopterygii,chordata,animalia,18.2156862745098,0.11918,0.176583333333333,14.4233333333333,0.634888888888889,8.59090909090909,5.69344,0.851333333333333,6.245,0.643391666666667,33.42,34.4285714285714,0.315698181818182,21.5521739130435,2.172634,36.5047512195122,63.14625,86.91,10.22,107.425,70.005,2.23716333333333,19.3580148428571,1550.86849,1792.1147,620.347395,809.897987,921.560518,251.625,1051.1442,0.0760736363636364,0.666836814814815
"Kembung, lema/tatare, banyar/banyara",Indian mackerel,Rastrelliger,Halmahera Selatan,0.073,Marine,Capture,Raw,rastrelliger,genus,,rastrelliger,scombridae,scombriformes,actinopterygii,chordata,animalia,18.2156862745098,0.11918,0.176583333333333,14.4233333333333,0.634888888888889,8.59090909090909,5.69344,0.851333333333333,6.245,0.643391666666667,33.42,34.4285714285714,0.315698181818182,21.5521739130435,2.172634,36.5047512195122,63.14625,86.91,10.22,107.425,70.005,2.23716333333333,19.3580148428571,1550.86849,1792.1147,620.347395,809.897987,921.560518,251.625,1051.1442,0.0760736363636364,0.666836814814815
"Kembung, lema/tatare, banyar/banyara",Indian mackerel,Rastrelliger,Halmahera Utara,0.073,Marine,Capture,Raw,rastrelliger,genus,,rastrelliger,scombridae,scombriformes,actinopterygii,chordata,animalia,18.2156862745098,0.11918,0.176583333333333,14.4233333333333,0.634888888888889,8.59090909090909,5.69344,0.851333333333333,6.245,0.643391666666667,33.42,34.4285714285714,0.315698181818182,21.5521739130435,2.172634,36.5047512195122,63.14625,86.91,10.22,107.425,70.005,2.23716333333333,19.3580148428571,1550.86849,1792.1147,620.347395,809.897987,921.560518,251.625,1051.1442,0.0760736363636364,0.666836814814815
"Kembung, lema/tatare, banyar/banyara",Indian mackerel,Rastrelliger,Halmahera Timur,0.142,Marine,Capture,Raw,rastrelliger,genus,,rastrelliger,scombridae,scombriformes,actinopterygii,chordata,animalia,18.2156862745098,0.11918,0.176583333333333,14.4233333333333,0.634888888888889,8.59090909090909,5.69344,0.851333333333333,6.245,0.643391666666667,33.42,34.4285714285714,0.315698181818182,21.5521739130435,2.172634,36.5047512195122,63.14625,86.91,10.22,107.425,70.005,2.23716333333333,19.3580148428571,1550.86849,1792.1147,620.347395,809.897987,921.560518,251.625,1051.1442,0.0760736363636364,0.666836814814815
"Kembung, lema/tatare, banyar/banyara",Indian mackerel,Rastrelliger,Pulau Morotai,0.017,Marine,Capture,Raw,rastrelliger,genus,,rastrelliger,scombridae,scombriformes,actinopterygii,chordata,animalia,18.2156862745098,0.11918,0.176583333333333,14.4233333333333,0.634888888888889,8.59090909090909,5.69344,0.851333333333333,6.245,0.643391666666667,33.42,34.4285714285714,0.315698181818182,21.5521739130435,2.172634,36.5047512195122,63.14625,86.91,10.22,107.425,70.005,2.23716333333333,19.3580148428571,1550.86849,1792.1147,620.347395,809.897987,921.560518,251.625,1051.1442,0.0760736363636364,0.666836814814815
